key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,wave_air,classification,gf,multiplet,line_ratio,multiplet_term,references,note
OIII-3313,O III,3313.282,33.150537,36.892572,46000000.0,0.0757,3-3,2s22p(2P*)3s-2s22p(2P*)3p,3P*-3S,1-1,E1,3312.3286112090796,permitted,0.2271,0,1.0,3P*,NIST,--
[FeII]-3319,[Fe II],3319.342,0.23217279,3.96737644,0.047,6.2e-11,10-8,3d7-3d7,a4F-b2F,9/2-7/2,M1,3318.3874586591064,forbidden,6.2e-10,60,1.0,a4F-b2F,NIST,--
[NeV]-3347,[Ne V],3346.783,0.0509856,3.755564,0.138,3.86e-10,3-5,2s22p2-2s22p2,3P-1D,1-2,M1,3345.82107788454,forbidden,1.158e-09,1,1.0,3P-1D,NIST,--
[FeII]-3377,[Fe II],3377.169,0.23217279,3.90341906,0.969,1.33e-09,10-8,3d7-3d6(3D)4s,a4F-b4D,9/2-7/2,E2,3376.1995249178167,forbidden,1.33e-08,41,1.0,a4F-b4D,NIST,--
[FeII]-3388,[Fe II],3388.064,0.23217279,3.89161339,0.225,2.32e-10,10-6,3d7-3d6(3D)4s,a4F-b4D,9/2-5/2,E2,3387.091782143185,forbidden,2.32e-09,41,0.204418417126087,a4F-b4D,NIST,--
[NeV]-3427,[Ne V],3426.864,0.1375564,3.755564,0.382,6.73e-10,5-5,2s22p2-2s22p2,3P-1D,2-2,M1,3425.881619866329,forbidden,3.365e-09,1,1.0,3P-1D,NIST,--
[FeII]-3429,[Fe II],3429.23,0.35186476,3.96737644,0.0192,4.5e-11,6-8,3d7-3d7,a4F-b2F,5/2-7/2,M1,3428.2466642955073,forbidden,2.7e-10,60,0.4203563496885232,a4F-b2F,NIST,--
[FeII]-3442,[Fe II],3441.978,0.30129858,3.90341906,0.232,4.12e-10,8-8,3d7-3d6(3D)4s,a4F-b4D,7/2-7/2,E2,3440.991859714718,forbidden,3.296e-09,41,1.1902155528422422e-08,a4F-b4D,NIST,--
OIII-3445,O III,3445.039,37.250129,40.849049,42100000.0,0.0749,5-5,2s22p(2P*)3p-2s22p(2P*)3d,3P-3P*,2-2,E1,3444.0519656018096,permitted,0.3744999999999999,0,1.0,3P,NIST,--
HeI-3449,He I,3448.577,20.615774823,24.21100267716,2269100.0,0.012137,1-3,1s2s-1s6p,1S-1P*,0-1,E1,3447.588990945041,permitted,0.012137,3,1.0,1S,NIST,--
[FeII]-3451,[Fe II],3451.39,0.35186476,3.9441623,0.0102,1.8e-11,6-6,3d7-3d7,a4F-b2F,5/2-5/2,M1,3450.401438274383,forbidden,1.0799999999999999e-10,60,0.0653353968274193,a4F-b2F,NIST,--
[FeII]-3453,[Fe II],3453.296,0.30129858,3.89161339,0.389,5.22e-10,8-6,3d7-3d6(3D)4s,a4F-b4D,7/2-5/2,E2,3452.306859834136,forbidden,4.176e-09,41,4.274499056753407e-09,a4F-b4D,NIST,--
[FeII]-3456,[Fe II],3456.104,0.30129858,3.88869686,0.401,3.59e-10,8-4,3d7-3d6(3D)4s,a4F-b4D,7/2-3/2,E2,3455.1136502566437,forbidden,2.872e-09,41,0.17473344250173428,a4F-b4D,NIST,--
[NI]-3467,[N I],3467.49,0.0,3.5756182,0.0065,1.2e-11,4-4,2s22p3-2s22p3,4S*-2P*,3/2-3/2,M1,3466.497010952376,forbidden,4.8e-11,0,1.0,4S*-2P*,NIST,--
[FeII]-3485,[Fe II],3485.01,0.38651921,3.9441623,0.052,1.42e-10,4-6,3d7-3d7,a4F-b2F,3/2-5/2,M1,3484.0122161747586,forbidden,5.68e-10,60,0.35203840097323763,a4F-b2F,NIST,--
[FeII]-3491,[Fe II],3490.984,0.35186476,3.90341906,0.0409,1e-10,6-8,3d7-3d6(3D)4s,a4F-b4D,5/2-7/2,E2,3489.985362533184,forbidden,6e-10,41,0.04890533252258295,a4F-b4D,NIST,--
[FeII]-3503,[Fe II],3502.627,0.35186476,3.89161339,0.371,6.82e-10,6-6,3d7-3d6(3D)4s,a4F-b4D,5/2-5/2,E2,3501.625392725467,forbidden,4.092e-09,41,0.3167069087876836,a4F-b4D,NIST,--
[FeII]-3505,[Fe II],3505.024,0.35186476,3.8891925,0.683,4.2e-10,6-2,3d7-3d6(3D)4s,a4F-b4D,5/2-1/2,E2,3504.021876986121,forbidden,2.52e-09,41,0.11059268117332173,a4F-b4D,NIST,--
[FeII]-3506,[Fe II],3505.516,0.35186476,3.88869686,0.214,2.63e-10,6-4,3d7-3d6(3D)4s,a4F-b4D,5/2-3/2,E2,3504.5129807967214,forbidden,1.578e-09,41,0.09193280774062416,a4F-b4D,NIST,--
[FeII]-3534,[Fe II],3533.867,0.9863338,4.49479059,0.19,2.6e-10,8-6,3d6(5D)4s-3d6(3D)4s,a4D-b2D,7/2-5/2,M1,3532.857163234371,forbidden,2.08e-09,15,1.0,a4D-b2D,NIST,--
[FeII]-3537,[Fe II],3537.257,0.38651921,3.89161339,0.0728,2.05e-10,4-6,3d7-3d6(3D)4s,a4F-b4D,3/2-5/2,E2,3536.246551203817,forbidden,8.2e-10,41,0.060647148167915166,a4F-b4D,NIST,--
[FeII]-3540,[Fe II],3539.702,0.38651921,3.8891925,0.513,4.82e-10,4-2,3d7-3d6(3D)4s,a4F-b4D,3/2-1/2,E2,3538.690762274101,forbidden,1.928e-09,41,0.08181305059372489,a4F-b4D,NIST,--
[FeII]-3540,[Fe II],3540.203,0.38651921,3.88869686,0.425,7.99e-10,4-4,3d7-3d6(3D)4s,a4F-b4D,3/2-3/2,E2,3539.1915434081893,forbidden,3.196e-09,41,0.17632331154546696,a4F-b4D,NIST,--
HeI-3588,He I,3588.286,20.96408688908,24.419335565023,1810700.0,0.0048933,5-7,1s2p-1s9d,3P*-3D,2-3,E1,3587.2619754501256,permitted,0.0244665,2,1.0,3P*,NIST,--
[FeII]-3589,[Fe II],3589.25,1.04046986,4.49479059,0.051,9.9e-11,6-6,3d6(5D)4s-3d6(3D)4s,a4D-b2D,5/2-5/2,M1,3588.225702663207,forbidden,5.94e-10,15,0.27220460171901917,a4D-b2D,NIST,--
[FeII]-3606,[Fe II],3605.623,1.04046986,4.47910423,0.015,1.9e-11,6-4,3d6(5D)4s-3d6(3D)4s,a4D-b2D,5/2-3/2,M1,3604.594880609451,forbidden,1.14e-10,15,0.03951486893988088,a4D-b2D,NIST,--
HeI-3615,He I,3614.673,20.615774823,24.04580040653,3802200.0,0.022343,1-3,1s2s-1s5p,1S-1P*,0-1,E1,3613.6420474496176,permitted,0.022343,3,1.0,1S,NIST,--
[FeII]-3627,[Fe II],3626.807,1.07624119,4.49479059,0.067,2e-10,4-6,3d6(5D)4s-3d6(3D)4s,a4D-b2D,3/2-5/2,M1,3625.7735141045378,forbidden,8e-10,15,0.3576526080424826,a4D-b2D,NIST,--
HeI-3635,He I,3635.267,20.96408688908,24.374680880069,2606300.0,0.0072291,5-7,1s2p-1s8d,3P*-3D,2-3,E1,3634.231046767206,permitted,0.0361455,2,1.0,3P*,NIST,--
[FeII]-3644,[Fe II],3643.526,1.07624119,4.47910423,0.074,1.5e-10,4-4,3d6(5D)4s-3d6(3D)4s,a4D-b2D,3/2-3/2,M1,3642.4878967907266,forbidden,6e-10,15,0.1942970301415959,a4D-b2D,NIST,--
H40,H I,3656.165,10.1988358,13.58993566,67.464,5.4079e-05,8-3200,2-40,,,E1,3655.1233312865097,permitted,0.000432632,0,1.0,2-40,NIST,--
H39,H I,3656.641,10.1988358,13.58949423,76.576,5.8368e-05,8-3042,2-39,,,E1,3655.5992082711346,permitted,0.000466944,0,1.0,2-39,NIST,--
H38,H I,3657.155,10.1988358,13.5890175,87.206,6.3123e-05,8-2888,2-38,,,E1,3656.113275381113,permitted,0.000504984,0,1.0,2-38,NIST,--
H37,H I,3657.712,10.1988358,13.58850159,99.657,6.841e-05,8-2738,2-37,,,E1,3656.6698315045614,permitted,0.00054728,0,1.0,2-37,NIST,--
H36,H I,3658.315,10.1988358,13.58794208,114.3,7.4305e-05,8-2592,2-36,,,E1,3657.273475451927,permitted,0.00059444,0,1.0,2-36,NIST,--
H35,H I,3658.972,10.1988358,13.58733395,131.61,8.0898e-05,8-2450,2-35,,,E1,3657.929905749184,permitted,0.000647184,0,1.0,2-35,NIST,--
H34,H I,3659.688,10.1988358,13.58667137,152.16,8.8297e-05,8-2312,2-34,,,E1,3658.6453207928657,permitted,0.000706376,0,1.0,2-34,NIST,--
H33,H I,3660.47,10.1988358,13.58594765,176.69,9.6627e-05,8-2178,2-33,,,E1,3659.4270186949175,permitted,0.000773016,0,1.0,2-33,NIST,--
H32,H I,3661.326,10.1988358,13.58515502,206.12,0.00010604,8-2048,2-32,,,E1,3660.283597230939,permitted,0.00084832,0,1.0,2-32,NIST,--
H31,H I,3662.268,10.1988358,13.58428445,241.62,0.00011672,8-1922,2-31,,,E1,3661.2248538659146,permitted,0.00093376,0,1.0,2-31,NIST,--
H30,H I,3663.306,10.1988358,13.58332538,284.74,0.00012889,8-1800,2-30,,,E1,3662.262385598998,permitted,0.00103112,0,1.0,2-30,NIST,--
H29,H I,3664.453,10.1988358,13.58226541,337.42,0.00014281,8-1682,2-29,,,E1,3663.409788911633,permitted,0.00114248,0,1.0,2-29,NIST,--
H28,H I,3665.727,10.1988358,13.58108984,402.24,0.00015882,8-1568,2-28,,,E1,3664.683059663915,permitted,0.00127056,0,1.0,2-28,NIST,--
[FeII]-3666,[Fe II],3665.739,1.09686139,4.47910423,0.146,5.9e-10,2-4,3d6(5D)4s-3d6(3D)4s,a4D-b2D,1/2-3/2,M1,3664.6952565099295,forbidden,1.18e-09,15,0.385632017505556,a4D-b2D,NIST,--
H27,H I,3667.146,10.1988358,13.57978125,482.61,0.00017732,8-1458,2-27,,,E1,3666.1015928357538,permitted,0.00141856,0,1.0,2-27,NIST,--
H26,H I,3668.733,10.1988358,13.57831878,583.04,0.00019882,8-1352,2-26,,,E1,3667.6880825522817,permitted,0.00159056,0,1.0,2-26,NIST,--
H25,H I,3670.516,10.1988358,13.57667733,709.63,0.00022395,8-1250,2-25,,,E1,3669.470421592028,permitted,0.0017916,0,1.0,2-25,NIST,--
H24,H I,3672.528,10.1988358,13.57482645,870.69,0.00025352,8-1152,2-24,,,E1,3671.482301230921,permitted,0.00202816,0,1.0,2-24,NIST,--
H23,H I,3674.811,10.1988358,13.57272894,1077.7,0.00028854,8-1058,2-23,,,E1,3673.764810827375,permitted,0.00230832,0,1.0,2-23,NIST,--
H22,H I,3677.416,10.1988358,13.57033894,1346.7,0.00033036,8-968,2-22,,,E1,3676.369137122359,permitted,0.00264288,0,1.0,2-22,NIST,--
H21,H I,3680.406,10.1988358,13.56759946,1700.5,0.0003807,8-882,2-21,,,E1,3679.358863642035,permitted,0.0030456,0,1.0,2-21,NIST,--
H20,H I,3683.863,10.1988358,13.56443886,2171.9,0.00044187,8-800,2-20,,,E1,3682.814169607739,permitted,0.00353496,0,1.0,2-20,NIST,--
H19,H I,3687.887,10.1988358,13.56076619,2809.3,0.00051695,8-722,2-19,,,E1,3686.8375284558742,permitted,0.0041356,0,1.0,2-19,NIST,--
H18,H I,3692.612,10.1988358,13.55646454,3685.1,0.00061017,8-648,2-18,,,E1,3691.561105914755,permitted,0.00488136,0,1.0,2-18,NIST,--
H17,H I,3698.21,10.1988358,13.55138166,4910.1,0.00072738,8-578,2-17,,,E1,3697.15805706704,permitted,0.00581904,0,1.0,2-17,NIST,--
H16,H I,3704.913,10.1988358,13.54531624,6658.3,0.0008769,8-512,2-16,,,E1,3703.859222005639,permitted,0.0070152,0,1.0,2-16,NIST,--
HeI-3706,He I,3706.05,20.96408688908,24.3095408973,3952900.0,0.011395,5-7,1s2p-1s7d,3P*-3D,2-3,E1,3704.995732500953,permitted,0.056975,2,1.0,3P*,NIST,--
H15,H I,3713.033,10.1988358,13.53799772,9210.2,0.0010708,8-450,2-15,,,E1,3711.977319532604,permitted,0.0085664,0,1.0,2-15,NIST,--
