key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,multiplet,line_ratio
[FeII]-6097,[Fe II],6096.647,2.70434897,4.7379945,0.056,3.1e-10,4-4,3d6(3P2)4s-3d6(1D2)4s,b4P-c2D,3/2-3/2,M1,NIST,,6094.960051594316,$[$Fe II$]$,"$[$Fe II$]\,\lambda6097$",forbidden,1.24e-09,8,0.1916689389936058
[FeII]-6099,[Fe II],6098.779,2.58265947,4.6155941,0.0105,2e-11,6-2,3d6(3P2)4s-3d6(1S2)4s,b4P-a2S,5/2-1/2,E2,NIST,,6097.091479944724,$[$Fe II$]$,"$[$Fe II$]\,\lambda6099$",forbidden,1.2e-10,10,0.006977071985486678
[FeII]-6115,[Fe II],6115.395,2.70434897,4.7317602,0.0157,1.32e-10,4-6,3d6(3P2)4s-3d6(1D2)4s,b4P-c2D,3/2-5/2,M1,NIST,,6113.702224696928,$[$Fe II$]$,"$[$Fe II$]\,\lambda6115$",forbidden,5.28e-10,8,0.12217906352341043
[FeII]-6190,[Fe II],6190.264,1.96448604,3.96737644,0.2,9.19e-10,10-8,3d7-3d7,a2G-b2F,9/2-7/2,M1+E2,NIST,,6188.551343819328,$[$Fe II$]$,"$[$Fe II$]\,\lambda6190$",forbidden,9.19e-09,54,0.48916666966202343
[FeII]-6263,[Fe II],6262.852,1.96448604,3.9441623,0.0352,1.24e-10,10-6,3d7-3d7,a2G-b2F,9/2-5/2,E2,NIST,,6261.120466683248,$[$Fe II$]$,"$[$Fe II$]\,\lambda6263$",forbidden,1.24e-09,54,0.04910602417366003
[FeII]-6282,[Fe II],6281.692,2.64185518,4.6155941,0.194,5.74e-10,4-2,3d7-3d6(1S2)4s,a2D2-a2S,3/2-1/2,E2,NIST,,6279.954910384852,$[$Fe II$]$,"$[$Fe II$]\,\lambda6282$",forbidden,2.296e-09,35,0.5216974940489912
[FeII]-6327,[Fe II],6327.238,2.7784633,4.7379945,0.0143,1.72e-10,2-4,3d6(3P2)4s-3d6(1D2)4s,b4P-c2D,1/2-3/2,M1,NIST,,6325.488484368563,$[$Fe II$]$,"$[$Fe II$]\,\lambda6327$",forbidden,3.44e-10,8,0.09513692909337004
[FeII]-6355,[Fe II],6354.864,2.54377802,4.49479059,0.174,1.05e-09,6-6,3d7-3d6(3D)4s,a2D2-b2D,5/2-5/2,E2,NIST,,6353.107567091696,$[$Fe II$]$,"$[$Fe II$]\,\lambda6355$",forbidden,6.3e-09,37,0.5546637787198542
[FeII]-6398,[Fe II],6398.1,2.02954815,3.96737644,0.0555,3.41e-10,8-8,3d7-3d7,a2G-b2F,7/2-7/2,M1,NIST,,6396.332056804917,$[$Fe II$]$,"$[$Fe II$]\,\lambda6398$",forbidden,2.728e-09,54,0.16438802114430798
[FeII]-6406,[Fe II],6406.372,2.54377802,4.47910423,0.074,3.02e-10,6-4,3d7-3d6(3D)4s,a2D2-b2D,5/2-3/2,M1+E2,NIST,,6404.601635274573,$[$Fe II$]$,"$[$Fe II$]\,\lambda6406$",forbidden,1.812e-09,37,0.10571681988173912
[FeII]-6442,[Fe II],6442.195,0.35186476,2.27642922,0.0367,1.52e-10,6-4,3d7-3d7,a4F-a2P,5/2-3/2,M1,NIST,,6440.415113339087,$[$Fe II$]$,"$[$Fe II$]\,\lambda6442$",forbidden,9.12e-10,58,0.5008045649552457
[FeII]-6476,[Fe II],6475.676,2.02954815,3.9441623,0.176,8.3e-10,8-6,3d7-3d7,a2G-b2F,7/2-5/2,M1+E2,NIST,,6473.886519131855,$[$Fe II$]$,"$[$Fe II$]\,\lambda6476$",forbidden,6.64e-09,54,0.2973392850200085
[FeII]-6484,[Fe II],6484.084,2.58265947,4.49479059,0.054,3.4e-10,6-6,3d6(3P2)4s-3d6(3D)4s,b4P-b2D,5/2-5/2,M1+E2,NIST,,6482.293159930348,$[$Fe II$]$,"$[$Fe II$]\,\lambda6484$",forbidden,2.04e-09,12,0.7653120684388449
[FeII]-6487,[Fe II],6487.09,2.70434897,4.6155941,0.7,2.2e-09,4-2,3d6(3P2)4s-3d6(1S2)4s,b4P-a2S,3/2-1/2,M1,NIST,,6485.298152346485,$[$Fe II$]$,"$[$Fe II$]\,\lambda6487$",forbidden,8.8e-09,10,0.6377416893648539
[FeII]-6513,[Fe II],6513.014,2.82812245,4.7317602,0.169,8.06e-10,8-6,3d6(3F2)4s-3d6(1D2)4s,b4F-c2D,7/2-5/2,M1,NIST,,6511.215086762427,$[$Fe II$]$,"$[$Fe II$]\,\lambda6513$",forbidden,6.448e-09,2,0.3792740709754114
[FeII]-6547,[Fe II],6546.58,2.84411707,4.7379945,0.226,9.7e-10,6-4,3d6(3F2)4s-3d6(1D2)4s,b4F-c2D,5/2-3/2,M1,NIST,,6544.771666650175,$[$Fe II$]$,"$[$Fe II$]\,\lambda6547$",forbidden,5.82e-09,2,0.297481001365199
[FeII]-6560,[Fe II],6560.323,0.38651921,2.27642922,0.0248,1.6e-10,4-4,3d7-3d7,a4F-a2P,3/2-3/2,M1,NIST,,6558.5110730522065,$[$Fe II$]$,"$[$Fe II$]\,\lambda6560$",forbidden,6.4e-10,58,0.49919543504475433
[FeII]-6568,[Fe II],6568.201,2.84411707,4.7317602,0.022,1.4e-10,6-6,3d6(3F2)4s-3d6(1D2)4s,b4F-c2D,5/2-5/2,M1,NIST,,6566.38715560117,$[$Fe II$]$,"$[$Fe II$]\,\lambda6568$",forbidden,8.4e-10,2,0.06423221202300126
[FeII]-6586,[Fe II],6586.218,2.85551515,4.7379945,0.133,8.6e-10,4-4,3d6(3F2)4s-3d6(1D2)4s,b4F-c2D,3/2-3/2,M1,NIST,,6584.39941279825,$[$Fe II$]$,"$[$Fe II$]\,\lambda6586$",forbidden,3.44e-09,2,0.25901271563638845
[FeII]-6691,[Fe II],6691.232,2.64185518,4.49479059,0.0542,5.46e-10,4-6,3d7-3d6(3D)4s,a2D2-b2D,3/2-5/2,M1+E2,NIST,,6689.384478634511,$[$Fe II$]$,"$[$Fe II$]\,\lambda6691$",forbidden,2.184e-09,37,0.24707776683354776
[FeII]-6732,[Fe II],6731.728,0.9863338,2.82812245,0.0203,1.38e-10,8-8,3d6(5D)4s-3d6(3F2)4s,a4D-b4F,7/2-7/2,M1,NIST,,6729.869887261084,$[$Fe II$]$,"$[$Fe II$]\,\lambda6732$",forbidden,1.104e-09,19,0.1865245056739902
[FeII]-6748,[Fe II],6748.361,2.64185518,4.47910423,0.0453,3.09e-10,4-4,3d7-3d6(3D)4s,a2D2-b2D,3/2-3/2,E2,NIST,,6746.498613267339,$[$Fe II$]$,"$[$Fe II$]\,\lambda6748$",forbidden,1.236e-09,37,0.09254163456485903
[FeII]-6749,[Fe II],6748.795,2.7784633,4.6155941,0.202,1.38e-09,2-2,3d6(3P2)4s-3d6(1S2)4s,b4P-a2S,1/2-1/2,M1,NIST,,6746.93289641838,$[$Fe II$]$,"$[$Fe II$]\,\lambda6749$",forbidden,2.76e-09,10,0.3552812386496594
[FeII]-6811,[Fe II],6811.118,0.9863338,2.80665448,0.0217,1.89e-10,8-10,3d6(5D)4s-3d6(3F2)4s,a4D-b4F,7/2-9/2,M1,NIST,,6809.239230002549,$[$Fe II$]$,"$[$Fe II$]\,\lambda6811$",forbidden,1.512e-09,19,0.31606213923887766
[FeII]-6874,[Fe II],6874.083,1.04046986,2.84411707,0.0299,2.12e-10,6-6,3d6(5D)4s-3d6(3F2)4s,a4D-b4F,5/2-5/2,M1,NIST,,6872.186386856196,$[$Fe II$]$,"$[$Fe II$]\,\lambda6874$",forbidden,1.272e-09,19,0.1981200213271055
[FeII]-6876,[Fe II],6875.736,1.96448604,3.76769941,0.111,7.87e-10,10-10,3d7-3d6(3G)4s,a2G-b2G,9/2-9/2,E2,NIST,,6873.839841747743,$[$Fe II$]$,"$[$Fe II$]\,\lambda6876$",forbidden,7.87e-09,46,0.5332587588057367
[FeII]-6925,[Fe II],6924.783,2.70434897,4.49479059,0.0118,1.27e-10,4-6,3d6(3P2)4s-3d6(3D)4s,b4P-b2D,3/2-5/2,M1,NIST,,6922.873240703118,$[$Fe II$]$,"$[$Fe II$]\,\lambda6925$",forbidden,5.08e-10,12,0.23468793156115517
[FeII]-6947,[Fe II],6946.826,2.02954815,3.81430861,0.11,7.96e-10,8-8,3d7-3d6(3G)4s,a2G-b2G,7/2-7/2,E2,NIST,,6944.909907058415,$[$Fe II$]$,"$[$Fe II$]\,\lambda6947$",forbidden,6.368e-09,46,0.3963461403747825
[FeII]-6968,[Fe II],6968.247,1.07624119,2.85551515,0.0313,2.28e-10,4-4,3d6(5D)4s-3d6(3F2)4s,a4D-b4F,3/2-3/2,M1,NIST,,6966.3251402674505,$[$Fe II$]$,"$[$Fe II$]\,\lambda6968$",forbidden,9.12e-10,19,0.1345753193426662
[FeII]-7050,[Fe II],7049.949,1.09686139,2.85551515,0.0194,2.89e-10,2-4,3d6(5D)4s-3d6(3F2)4s,a4D-b4F,1/2-3/2,M1,NIST,,7048.005740730513,$[$Fe II$]$,"$[$Fe II$]\,\lambda7050$",forbidden,5.78e-10,19,0.1647180144173603
[FeII]-7133,[Fe II],7133.108,2.02954815,3.76769941,0.0122,1.16e-10,8-10,3d7-3d6(3G)4s,a2G-b2G,7/2-9/2,E2,NIST,,7131.141642561857,$[$Fe II$]$,"$[$Fe II$]\,\lambda7133$",forbidden,9.28e-10,46,0.0703951008194809
[FeII]-7157,[Fe II],7157.146,0.23217279,1.96448604,0.19,1.46e-09,10-10,3d7-3d7,a4F-a2G,9/2-9/2,M1,NIST,,7155.174066616995,$[$Fe II$]$,"$[$Fe II$]\,\lambda7157$",forbidden,1.4599999999999998e-08,57,0.5415159886505725
[FeII]-7174,[Fe II],7173.975,0.30129858,2.02954815,0.06,4.64e-10,8-8,3d7-3d7,a4F-a2G,7/2-7/2,M1,NIST,,7171.998332713768,$[$Fe II$]$,"$[$Fe II$]\,\lambda7174$",forbidden,3.712e-09,57,0.12677002864784304
[FeII]-7373,[Fe II],7372.982,1.09686139,2.7784633,0.0226,1.84e-10,2-2,3d6(5D)4s-3d6(3P2)4s,a4D-b4P,1/2-1/2,M1,NIST,,7370.950898565562,$[$Fe II$]$,"$[$Fe II$]\,\lambda7373$",forbidden,3.68e-10,22,0.15182701458580236
[FeII]-7390,[Fe II],7390.202,0.35186476,2.02954815,0.0447,4.88e-10,6-8,3d7-3d7,a4F-a2G,5/2-7/2,M1,NIST,,7388.167155751503,$[$Fe II$]$,"$[$Fe II$]\,\lambda7390$",forbidden,2.928e-09,57,0.12196327526363387
[FeII]-7439,[Fe II],7439.045,2.82812245,4.49479059,0.0194,1.21e-10,8-6,3d6(3F2)4s-3d6(3D)4s,b4F-b2D,7/2-5/2,M1,NIST,,7436.996886194624,$[$Fe II$]$,"$[$Fe II$]\,\lambda7439$",forbidden,9.68e-10,0,1.0
[FeII]-7455,[Fe II],7454.614,0.30129858,1.96448604,0.0614,6.39e-10,8-10,3d7-3d7,a4F-a2G,7/2-9/2,M1,NIST,,7452.560988086967,$[$Fe II$]$,"$[$Fe II$]\,\lambda7455$",forbidden,5.112e-09,57,0.2097507074379506
[FeII]-7615,[Fe II],7615.233,1.07624119,2.70434897,0.0164,1.43e-10,4-4,3d6(5D)4s-3d6(3P2)4s,a4D-b4P,3/2-3/2,M1,NIST,,7613.136964629359,$[$Fe II$]$,"$[$Fe II$]\,\lambda7615$",forbidden,5.72e-10,22,0.23341522181346383
[FeII]-7722,[Fe II],7722.282,2.54377802,4.14931647,0.0359,5.35e-10,6-10,3d7-3d6(1G2)4s,a2D2-c2G,5/2-9/2,E2,NIST,,7720.156679699996,$[$Fe II$]$,"$[$Fe II$]\,\lambda7722$",forbidden,3.2100000000000003e-09,30,0.6112607370547495
[FeII]-7767,[Fe II],7766.849,0.9863338,2.58265947,0.0141,9.6e-11,8-6,3d6(5D)4s-3d6(3P2)4s,a4D-b4P,7/2-5/2,M1,NIST,,7764.7117516808985,$[$Fe II$]$,"$[$Fe II$]\,\lambda7767$",forbidden,7.68e-10,22,0.25515227189703865
[FeII]-7877,[Fe II],7876.787,2.57958587,4.15363129,0.0121,9e-11,10-8,3d7-3d6(1G2)4s,a2H-c2G,9/2-7/2,M1+E2,NIST,,7874.620074990663,$[$Fe II$]$,"$[$Fe II$]\,\lambda7877$",forbidden,9e-10,32,0.4030109497569575
[FeII]-7898,[Fe II],7898.438,2.57958587,4.14931647,0.0114,1.07e-10,10-10,3d7-3d6(1G2)4s,a2H-c2G,9/2-9/2,M1+E2,NIST,,7896.265629422949,$[$Fe II$]$,"$[$Fe II$]\,\lambda7898$",forbidden,1.07e-09,32,0.5969890502430425
[FeII]-7977,[Fe II],7977.411,2.52186911,4.07605998,0.0812,9.04e-10,12-14,3d7-3d6(1I)4s,a2H-a2I,11/2-13/2,E2,NIST,,7975.217605096884,$[$Fe II$]$,"$[$Fe II$]\,\lambda7977$",forbidden,1.0847999999999999e-08,34,0.5730805618387054
[FeII]-8047,[Fe II],8047.045,3.19725263,4.7379945,0.034,3.3e-10,4-4,3d6(3P2)4s-3d6(1D2)4s,b2P-c2D,3/2-3/2,M1,NIST,,8044.832799168223,$[$Fe II$]$,"$[$Fe II$]\,\lambda8047$",forbidden,1.32e-09,7,0.23991403656961133
[FeII]-8080,[Fe II],8079.738,3.19725263,4.7317602,0.036,5.3e-10,4-6,3d6(3P2)4s-3d6(1D2)4s,b2P-c2D,3/2-5/2,M1+E2,NIST,,8077.517068730135,$[$Fe II$]$,"$[$Fe II$]\,\lambda8080$",forbidden,2.12e-09,7,0.5751329515952582
[FeII]-8201,[Fe II],8201.228,2.64185518,4.15363129,0.0254,5.12e-10,4-8,3d7-3d6(1G2)4s,a2D2-c2G,3/2-7/2,E2,NIST,,8198.97334857871,$[$Fe II$]$,"$[$Fe II$]\,\lambda8201$",forbidden,2.048e-09,30,0.3887392629452506
[FeII]-8230,[Fe II],8230.397,1.07624119,2.58265947,0.0106,1.61e-10,4-6,3d6(5D)4s-3d6(3P2)4s,a4D-b4P,3/2-5/2,M1,NIST,,8228.134567242227,$[$Fe II$]$,"$[$Fe II$]\,\lambda8230$",forbidden,6.44e-10,22,0.35960549170369505
[FeII]-8262,[Fe II],8261.65,2.57958587,4.0803055,0.0714,8.77e-10,10-12,3d7-3d6(1I)4s,a2H-a2I,9/2-11/2,E2,NIST,,8259.379422205537,$[$Fe II$]$,"$[$Fe II$]\,\lambda8262$",forbidden,8.77e-09,34,0.4269194381612945
[FeII]-8308,[Fe II],8308.313,2.65702556,4.14931647,0.233,2.01e-09,12-10,3d6(3H)4s-3d6(1G2)4s,a4H-c2G,11/2-9/2,M1,NIST,,8306.029812208817,$[$Fe II$]$,"$[$Fe II$]\,\lambda8308$",forbidden,2.412e-08,4,0.45100838542313465
[FeII]-8389,[Fe II],8389.486,2.67577925,4.15363129,0.152,1.28e-09,10-8,3d6(3H)4s-3d6(1G2)4s,a4H-c2G,9/2-7/2,M1,NIST,,8387.181473247558,$[$Fe II$]$,"$[$Fe II$]\,\lambda8389$",forbidden,1.2799999999999999e-08,4,0.2220477769196417
[FeII]-8414,[Fe II],8414.053,2.67577925,4.14931647,0.023,2.4e-10,10-10,3d6(3H)4s-3d6(1G2)4s,a4H-c2G,9/2-9/2,M1,NIST,,8411.741032957458,$[$Fe II$]$,"$[$Fe II$]\,\lambda8414$",forbidden,2.4e-09,4,0.051846879080743945
[FeII]-8482,[Fe II],8482.196,2.69193206,4.15363129,0.127,1.37e-09,8-8,3d6(3H)4s-3d6(1G2)4s,a4H-c2G,7/2-7/2,M1,NIST,,8479.866211874438,$[$Fe II$]$,"$[$Fe II$]\,\lambda8482$",forbidden,1.096e-08,4,0.2299525220920316
[FeII]-8507,[Fe II],8507.309,2.69193206,4.14931647,0.0159,2.16e-10,8-10,3d6(3H)4s-3d6(1G2)4s,a4H-c2G,7/2-9/2,M1,NIST,,8504.972322533653,$[$Fe II$]$,"$[$Fe II$]\,\lambda8507$",forbidden,1.728e-09,4,0.045144436484448096
[FeII]-8577,[Fe II],8577.21,2.52186911,3.96737644,0.0482,3.54e-10,12-8,3d7-3d7,a2H-b2F,11/2-7/2,E2,NIST,,8574.85412292307,$[$Fe II$]$,"$[$Fe II$]\,\lambda8577$",forbidden,4.248e-09,55,0.6618786041872942
[FeII]-8603,[Fe II],8602.848,2.63486052,4.07605998,0.109,1.21e-09,14-14,3d6(3H)4s-3d6(1I)4s,a4H-a2I,13/2-13/2,M1,NIST,,8600.48519033039,$[$Fe II$]$,"$[$Fe II$]\,\lambda8603$",forbidden,1.6939999999999998e-08,5,0.4625010347262303
[FeII]-8619,[Fe II],8619.317,0.23217279,1.67061856,0.032,2.14e-10,10-6,3d7-3d7,a4F-a4P,9/2-5/2,E2,NIST,,8616.949636910822,$[$Fe II$]$,"$[$Fe II$]\,\lambda8619$",forbidden,2.14e-09,59,0.5498236878142334
[FeII]-8711,[Fe II],8711.161,2.65702556,4.0803055,0.0401,4.6e-10,12-12,3d6(3H)4s-3d6(1I)4s,a4H-a2I,11/2-11/2,M1,NIST,,8708.768598540406,$[$Fe II$]$,"$[$Fe II$]\,\lambda8711$",forbidden,5.52e-09,5,0.14444328605084739
[FeII]-8718,[Fe II],8718.191,1.96448604,3.38661825,0.062,5.65e-10,10-8,3d7-3d6(3F2)4s,a2G-a2F,9/2-7/2,M1+E2,NIST,,8715.796797135656,$[$Fe II$]$,"$[$Fe II$]\,\lambda8718$",forbidden,5.65e-09,43,0.5559889494167726
[FeII]-8737,[Fe II],8737.223,2.65702556,4.07605998,0.0439,5.86e-10,12-14,3d6(3H)4s-3d6(1I)4s,a4H-a2I,11/2-13/2,M1,NIST,,8734.823649499449,$[$Fe II$]$,"$[$Fe II$]\,\lambda8737$",forbidden,7.0320000000000005e-09,5,0.21381168799551126
[FeII]-8741,[Fe II],8741.491,3.19725263,4.6155941,0.223,1.28e-09,4-2,3d6(3P2)4s-3d6(1S2)4s,b2P-a2S,3/2-1/2,M1,NIST,,8739.090795016371,$[$Fe II$]$,"$[$Fe II$]\,\lambda8741$",forbidden,5.12e-09,9,0.36927563404848185
[FeII]-8827,[Fe II],8827.475,2.67577925,4.0803055,0.0424,5.94e-10,10-12,3d6(3H)4s-3d6(1I)4s,a4H-a2I,9/2-11/2,M1,NIST,,8825.051436339385,$[$Fe II$]$,"$[$Fe II$]\,\lambda8827$",forbidden,5.9400000000000006e-09,5,0.1792439912274112
[FeII]-8854,[Fe II],8853.584,2.54377802,3.9441623,0.021,2.4e-10,6-6,3d7-3d7,a2D2-b2F,5/2-5/2,M1,NIST,,8851.15347311629,$[$Fe II$]$,"$[$Fe II$]\,\lambda8854$",forbidden,1.44e-09,0,1.0
[FeII]-8864,[Fe II],8863.859,3.33923354,4.7379945,0.0146,3.4e-10,2-4,3d6(3P2)4s-3d6(1D2)4s,b2P-c2D,1/2-3/2,M1,NIST,,8861.425693360416,$[$Fe II$]$,"$[$Fe II$]\,\lambda8864$",forbidden,6.8e-10,7,0.1849530118351305
[FeII]-8888,[Fe II],8888.104,2.02954815,3.42449356,0.0525,4.66e-10,8-6,3d7-3d6(3F2)4s,a2G-a2F,7/2-5/2,M1+E2,NIST,,8885.664134022301,$[$Fe II$]$,"$[$Fe II$]\,\lambda8888$",forbidden,3.728e-09,43,0.31061922458733804
[FeII]-8894,[Fe II],8894.37,0.30129858,1.6952613,0.0206,1.224e-10,8-4,3d7-3d7,a4F-a4P,7/2-3/2,E2,NIST,,8891.928138830417,$[$Fe II$]$,"$[$Fe II$]\,\lambda8894$",forbidden,9.792e-10,59,0.1854186531859311
[FeII]-9036,[Fe II],9035.971,0.35186476,1.72398297,0.0151,6.16e-11,6-2,3d7-3d7,a4F-a4P,5/2-1/2,E2,NIST,,9033.49072376207,$[$Fe II$]$,"$[$Fe II$]\,\lambda9036$",forbidden,3.696e-10,59,0.04303964956433591
[FeII]-9086,[Fe II],9085.911,2.57958587,3.9441623,0.0376,2.79e-10,10-6,3d7-3d7,a2H-b2F,9/2-5/2,E2,NIST,,9083.417608503232,$[$Fe II$]$,"$[$Fe II$]\,\lambda9086$",forbidden,2.79e-09,55,0.3381213958127057
[FeII]-9136,[Fe II],9136.168,2.02954815,3.38661825,0.0125,1.56e-10,8-8,3d7-3d6(3F2)4s,a2G-a2F,7/2-7/2,M1+E2,NIST,,9133.660606576652,$[$Fe II$]$,"$[$Fe II$]\,\lambda9136$",forbidden,1.248e-09,43,0.1333918259958893
[FeII]-9205,[Fe II],9204.628,2.80665448,4.15363129,0.0354,3.6e-10,10-8,3d6(3F2)4s-3d6(1G2)4s,b4F-c2G,9/2-7/2,M1,NIST,,9202.101976201024,$[$Fe II$]$,"$[$Fe II$]\,\lambda9205$",forbidden,3.6e-09,3,0.033663518012115416
[FeII]-9217,[Fe II],9217.183,3.38661825,4.7317602,0.0444,4.24e-10,8-6,3d6(3F2)4s-3d6(1D2)4s,a2F-c2D,7/2-5/2,M1,NIST,,9214.654077528703,$[$Fe II$]$,"$[$Fe II$]\,\lambda9217$",forbidden,3.392e-09,1,0.2588972743302527
[FeII]-9229,[Fe II],9229.159,0.35186476,1.6952613,0.012,1.021e-10,6-4,3d7-3d7,a4F-a4P,5/2-3/2,E2,NIST,,9226.626535742455,$[$Fe II$]$,"$[$Fe II$]\,\lambda9229$",forbidden,6.126e-10,59,0.13843851682939015
[FeII]-9234,[Fe II],9234.208,2.80665448,4.14931647,0.33,4.22e-09,10-10,3d6(3F2)4s-3d6(1G2)4s,b4F-c2G,9/2-9/2,M1,NIST,,9231.674268948336,$[$Fe II$]$,"$[$Fe II$]\,\lambda9234$",forbidden,4.22e-08,3,0.4909913066769383
[FeII]-9270,[Fe II],9270.098,0.38651921,1.72398297,0.02,1.287e-10,4-2,3d7-3d7,a4F-a4P,3/2-1/2,E2,NIST,,9267.554553203056,$[$Fe II$]$,"$[$Fe II$]\,\lambda9270$",forbidden,5.148e-10,59,0.08327949260610937
[FeII]-9354,[Fe II],9353.706,2.82812245,4.15363129,0.126,1.65e-09,8-8,3d6(3F2)4s-3d6(1G2)4s,b4F-c2G,7/2-7/2,M1,NIST,,9351.140017709567,$[$Fe II$]$,"$[$Fe II$]\,\lambda9354$",forbidden,1.32e-08,3,0.14703086824305164
[FeII]-9384,[Fe II],9384.254,2.82812245,4.14931647,0.111,1.83e-09,8-10,3d6(3F2)4s-3d6(1G2)4s,b4F-c2G,7/2-9/2,M1,NIST,,9381.679546707317,$[$Fe II$]$,"$[$Fe II$]\,\lambda9384$",forbidden,1.464e-08,3,0.2028673412292993
[FeII]-9387,[Fe II],9387.34,2.58265947,3.90341906,0.0426,7.5e-10,6-8,3d6(3P2)4s-3d6(3D)4s,b4P-b4D,5/2-7/2,M1,NIST,,9384.765410944083,$[$Fe II$]$,"$[$Fe II$]\,\lambda9387$",forbidden,4.5e-09,13,0.4895279680837185
[FeII]-9439,[Fe II],9439.216,3.42449356,4.7379945,0.0388,3.46e-10,6-4,3d6(3F2)4s-3d6(1D2)4s,a2F-c2D,5/2-3/2,M1,NIST,,9436.62696440947,$[$Fe II$]$,"$[$Fe II$]\,\lambda9439$",forbidden,2.076e-09,1,0.13019411987579796
[FeII]-9468,[Fe II],9467.954,2.84411707,4.15363129,0.0813,1.46e-09,6-8,3d6(3F2)4s-3d6(1G2)4s,b4F-c2G,5/2-7/2,M1,NIST,,9465.356782582301,$[$Fe II$]$,"$[$Fe II$]\,\lambda9468$",forbidden,8.76e-09,3,0.12544696583859544
[FeII]-9472,[Fe II],9472.006,2.58265947,3.89161339,0.0272,3.66e-10,6-6,3d6(3P2)4s-3d6(3D)4s,b4P-b4D,5/2-5/2,M1,NIST,,9469.408385130067,$[$Fe II$]$,"$[$Fe II$]\,\lambda9472$",forbidden,2.196e-09,13,0.17681135021216754
[FeII]-9484,[Fe II],9484.232,3.42449356,4.7317602,0.081,1.09e-09,6-6,3d6(3F2)4s-3d6(1D2)4s,a2F-c2D,5/2-5/2,M1,NIST,,9481.630774429634,$[$Fe II$]$,"$[$Fe II$]\,\lambda9484$",forbidden,6.539999999999999e-09,1,0.6109086057939492
[FeII]-9493,[Fe II],9493.158,2.58265947,3.88869686,0.0172,1.55e-10,6-4,3d6(3P2)4s-3d6(3D)4s,b4P-b4D,5/2-3/2,M1,NIST,,9490.554757138552,$[$Fe II$]$,"$[$Fe II$]\,\lambda9493$",forbidden,9.300000000000001e-10,13,0.04975458713433188
[FeII]-9516,[Fe II],9516.451,1.96448604,3.26732671,0.0157,2.13e-10,10-10,3d7-3d6(3H)4s,a2G-b2H,9/2-9/2,M1+E2,NIST,,9513.841449194731,$[$Fe II$]$,"$[$Fe II$]\,\lambda9516$",forbidden,2.13e-09,49,0.28530894602218826
[FeII]-9555,[Fe II],9555.343,3.19725263,4.49479059,0.0174,3.57e-10,4-6,3d6(3P2)4s-3d6(3D)4s,b2P-b2D,3/2-5/2,M1+E2,NIST,,9552.722216643328,$[$Fe II$]$,"$[$Fe II$]\,\lambda9555$",forbidden,1.428e-09,11,0.283440347994354
[FeII]-9672,[Fe II],9672.274,3.19725263,4.47910423,0.0702,9.85e-10,4-4,3d6(3P2)4s-3d6(3D)4s,b2P-b2D,3/2-3/2,M1,NIST,,9669.62184592237,$[$Fe II$]$,"$[$Fe II$]\,\lambda9672$",forbidden,3.94e-09,11,0.5119140816123683
[FeII]-9685,[Fe II],9684.73,1.96448604,3.24468891,0.0157,2.65e-10,10-12,3d7-3d6(3H)4s,a2G-b2H,9/2-11/2,M1+E2,NIST,,9682.074971800661,$[$Fe II$]$,"$[$Fe II$]\,\lambda9685$",forbidden,2.65e-09,49,0.4148913206546253
[FeII]-9714,[Fe II],9713.885,3.33923354,4.6155941,0.212,3e-09,2-2,3d6(3P2)4s-3d6(1S2)4s,b2P-a2S,1/2-1/2,M1,NIST,,9711.221574436275,$[$Fe II$]$,"$[$Fe II$]\,\lambda9714$",forbidden,6e-09,9,0.6307243659515183
[FeII]-9798,[Fe II],9797.868,1.07624119,2.34166141,0.015,1.07e-10,4-2,3d6(5D)4s-3d7,a4D-a2P,3/2-1/2,M1,NIST,,9795.181423580822,$[$Fe II$]$,"$[$Fe II$]\,\lambda9798$",forbidden,4.28e-10,24,0.26322115681960134
[FeII]-9952,[Fe II],9951.933,2.52186911,3.76769941,0.0307,3.8e-10,12-10,3d7-3d6(3G)4s,a2H-b2G,11/2-9/2,E2,NIST,,9949.205281008477,$[$Fe II$]$,"$[$Fe II$]\,\lambda9952$",forbidden,4.56e-09,47,0.6138504193377753
[FeII]-10017,[Fe II],10016.67,2.02954815,3.26732671,0.0139,2.61e-10,8-10,3d7-3d6(3H)4s,a2G-b2H,7/2-9/2,M1+E2,NIST,,10013.924938754011,$[$Fe II$]$,"$[$Fe II$]\,\lambda10017$",forbidden,2.088e-09,49,0.29979973332318643
[FeII]-10031,[Fe II],10031.414,1.04046986,2.27642922,0.0148,1.49e-10,6-4,3d6(5D)4s-3d7,a4D-a2P,5/2-3/2,M1,NIST,,10028.664443424195,$[$Fe II$]$,"$[$Fe II$]\,\lambda10031$",forbidden,8.94e-10,24,0.7367788431803987
[FeII]-10041,[Fe II],10041.461,2.57958587,3.81430861,0.0268,3.24e-10,10-8,3d7-3d6(3G)4s,a2H-b2G,9/2-7/2,E2,NIST,,10038.70852080973,$[$Fe II$]$,"$[$Fe II$]\,\lambda10041$",forbidden,3.2400000000000004e-09,47,0.3861495806622247
