--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
--------------------------------------------------------------------------------------------------------------------------
   107.7354              -3.563 1.965e+05  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.590991   3.5 (3F)4p u4F K88  
   107.8224              -3.278 3.781e+05  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.546636   3.5 (3F)4p 4D  K88  
   107.8277              -5.700 2.862e+03  26.01 Fe II       0.386516   1.5 d7 a4F        11.884883   1.5 (4P)sp 4D  K88  
   107.8427              -2.971 1.022e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.579549   2.5 (3F)4p u4F K88  
   107.9205              -4.107 1.119e+05  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.571257   1.5 (3F)4p u4F K88  
   107.9328              -5.209 1.769e+04  26.01 Fe II       0.386516   1.5 d7 a4F        11.873681   0.5 (4P)sp 4D  K88  
   107.9336              -3.843 1.027e+05  26.01 Fe II       0.301294   3.5 d7 a4F        11.788373   3.5 (3F)4p 2F  K88  
   107.9727              -4.649 2.140e+04  26.01 Fe II       0.301294   3.5 d7 a4F        11.784214   2.5 (3F)4p 2F  K88  
   107.9882              -4.812 1.102e+04  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.481272   3.5 (3F)4p u2G K88  
   108.0698              -3.566 2.586e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.579549   2.5 (3F)4p u4F K88  
   108.0913              -5.998 9.559e+02  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.518033   2.5 (3F)4p 4D  K88  
   108.1480              -3.765 2.449e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.571257   1.5 (3F)4p u4F K88  
   108.1523              -4.930 8.375e+03  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.546636   3.5 (3F)4p 4D  K88  
   108.1875              -0.656 1.049e+08  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.460124   5.5 (4D)sp 6F  K88  
   108.1935              -3.504 1.785e+05  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.459485   4.5 (4G)sp v4F K88  
   108.2820              -4.549 4.017e+04  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.571257   1.5 (3F)4p u4F K88  
   108.3035              -6.571 1.909e+02  26.01 Fe II       0.301294   3.5 d7 a4F        11.749142   3.5 (4D)sp 6P  K88  
   108.3220              -3.395 1.908e+05  26.01 Fe II       0.232169   4.5 d7 a4F        11.678057   5.5 (4G)sp w4G K88  
   108.3299              -7.992 9.649e+00  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.492762   2.5 (3F)4p u2D K88  
   108.3420              -1.212 3.488e+07  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.443776   4.5 (4D)sp 6F  K88  
   108.3630              -5.388 2.906e+03  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.441567   3.5 (4G)sp v4F K88  
   108.3706              -5.239 3.276e+03  26.01 Fe II       0.232169   4.5 d7 a4F        11.672927   4.5 (4G)sp w4G K88  
