key,ion,wave_vac,Ei,Ek,Aki,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,multiplet,line_ratio
FeII-4418,Fe II,4418.07,2.778,5.585,0.0,3d6(3P2)4s-3d6(5D)4p,b4P-z4D0,1/2-3/2,,OP85,,4416.83,Fe II,"Fe II$\,\lambda4418$",12,0.00835579972122951
[FeII]-4453,[Fe II],4453.348,0.107,2.891,0.0,3d6(5D)4s-3d54s2,a6D-a6S,3/2-5/2,E2,I01,,4452.098,$[$Fe II$]$,"$[$Fe II$]\,\lambda4453$",35,0.31862421865806445
HeI-4473,He I,4472.734,20.964,23.736,0.0,1s2p-1s4d,3P0-3D,,,,,4471.479,He I,"He I$\,\lambda4473$",0,0.0
FeII-4490,Fe II,4490.443,2.828,5.589,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4F0,7/2-5/2,,OP85,,4489.183,Fe II,"Fe II$\,\lambda4490$",10,0.0053488122574803015
FeII-4493,Fe II,4492.665,2.856,5.615,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4F0,3/2-3/2,,OP85,,4491.405,Fe II,"Fe II$\,\lambda4493$",10,0.0062616168214759075
NIII-4512,N III,4512.175,35.649,38.397,0.0,2s2p(3P0)3s-2s2p(3P0)3p,4P0-4D,1/2-3/2,,I01,,4510.91,N III,"N III$\,\lambda4512$",0,0.0
FeII-4524,Fe II,4523.902,2.844,5.585,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4D0,5/2-3/2,,OP85,,4522.634,Fe II,"Fe II$\,\lambda4524$",10,0.020601915294482152
FeII-4557,Fe II,4557.17,2.828,5.549,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4F0,7/2-7/2,,OP85,,4555.893,Fe II,"Fe II$\,\lambda4557$",10,0.08071932420512032
FeII-4584,Fe II,4584.119,2.844,5.549,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4F0,5/2-7/2,,OP85,,4582.835,Fe II,"Fe II$\,\lambda4584$",10,0.01564367868339372
FeII-4585,Fe II,4585.122,2.807,5.511,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4D0,9/2-7/2,,OP85,,4583.837,Fe II,"Fe II$\,\lambda4585$",10,1.0
FeII-4631,Fe II,4630.636,2.807,5.484,0.0,3d6(3F2)4s-3d6(5D)4p,b4F-z4F0,9/2-9/2,,OP85,,4629.339,Fe II,"Fe II$\,\lambda4631$",10,0.42265709586802963
NIII-4635,N III,4635.438,30.459,33.133,0.0,2s23p-2s23d,2P0-2D,1/2-3/2,,OC82,WR feature,4634.14,N III,"N III$\,\lambda4635$",18,1.0
NIII-4642,N III,4641.94,30.463,33.134,0.0,2s23p-2s23d,2P0-2D,3/2-5/2,,OC82,WR feature,4640.64,N III,"N III$\,\lambda4642$",18,1.0
NIII-4643,N III,4643.15,30.463,33.133,0.0,2s23p-2s23d,2P0-2D,3/2-3/2,,OC82,WR feature,4641.85,N III,"N III$\,\lambda4643$",18,1.0
CIII-4649,C III,4648.721,29.535,32.202,0.0,1s22s3s-1s22s3p,3S-3P0,1-2,,S99,WR feature,4647.42,C III,"C III$\,\lambda4649$",3,1.0
CIII-4652,C III,4651.552,29.535,32.2,0.0,1s22s3s-1s22s3p,3S-3P0,1-1,,S99,WR feature,4650.25,C III,"C III$\,\lambda4652$",3,1.0
CIII-4653,C III,4652.772,29.535,32.199,0.0,1s22s3s-1s22s3p,3S-3P0,1-0,,S99,WR feature,4651.47,C III,"C III$\,\lambda4653$",3,1.0
[FeIII]-4659,[Fe III],4659.354,0.0,2.661,0.0,3d6-3d6,5D-3F2,4-4,M1,S99,WR feature,4658.05,$[$Fe III$]$,"$[$Fe III$]\,\lambda4659$",34,1.0
HeII-4687,He II,4687.021,48.371,51.017,0.0,,,,,,,4685.71,He II,"He II$\,\lambda4687$",14,1.0
[ArIV]-4713,[Ar IV],4712.578,0.0,2.631,0.0,3s23p3-3s23p3,4S0-2D0,3/2-5/2,M1,,,4711.26,$[$Ar IV$]$,"$[$Ar IV$]\,\lambda4713$",31,1.0
[ArIV]-4741,[Ar IV],4741.446,0.0,2.615,0.0,3s23p3-3s23p3,4S0-2D0,3/2-3/2,M1,,,4740.12,$[$Ar IV$]$,"$[$Ar IV$]\,\lambda4741$",31,0.711654381393913
Hb,H I,4862.691,10.1988358,12.7485393,8419300.0,2-4,,,E1,NIST,,4861.3329792211,H I,"H I$\,\lambda4863$",58,0.3492647058823529
[FeVII]-4895,[Fe VII],4894.737,0.0,2.533,0.0,3p63d2-3p63d2,3F-3P,2-1,M1,R11,,4893.37,$[$Fe VII$]$,"$[$Fe VII$]\,\lambda4895$",40,0.7361025937326788
[FeIV]-4904,[Fe IV],4904.439,4.005,6.533,0.0,3d5-3d5,4G-4F,7/2-7/2,M1,R11,,4903.07,$[$Fe IV$]$,"$[$Fe IV$]\,\lambda4904$",0,0.0
FeII-4925,Fe II,4925.302,2.891,5.408,0.0,3d54s2-3d6(5D)4p,a6S-z6P0,5/2-3/2,,OP85,,4923.927,Fe II,"Fe II$\,\lambda4925$",9,0.018349941403668604
[OIII]-4960,[O III],4960.295,0.014,2.514,0.0,2s22p2-2s22p2,3P-1D,1-2,M1,,,4958.911,$[$O III$]$,"$[$O III$]\,\lambda4960$",51,0.3351241241660222
[OIII]-5008,[O III],5008.24,0.038,2.514,0.0,2s22p2-2s22p2,3P-1D,2-2,M1,,,5006.843,$[$O III$]$,"$[$O III$]\,\lambda5008$",51,1.0
FeII-5020,Fe II,5019.84,2.891,5.361,0.0,3d54s2-3d6(5D)4p,a6S-z6P0,5/2-5/2,,OP85,,5018.44,Fe II,"Fe II$\,\lambda5020$",9,0.035435877816415925
[FeIII]-5086,[Fe III],5086.187,0.127,2.565,0.0,3d6-3d6,5D-3P2,0-1,M1,I01,,5084.77,$[$Fe III$]$,"$[$Fe III$]\,\lambda5086$",34,0.022731687887477925
[FeVI]-5147,[Fe VI],5147.184,0.147,2.556,0.0,3d3-3d3,4F-2G,7/2-7/2,M1,R11,,5145.75,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5147$",41,1.0
[FeVII]-5160,[Fe VII],5160.327,0.131,2.533,0.0,3p63d2-3p63d2,3F-3P,3-1,E2,R11,,5158.89,$[$Fe VII$]$,"$[$Fe VII$]\,\lambda5160$",40,1.0
FeII-5170,Fe II,5170.473,2.891,5.289,0.0,3d54s2-3d6(5D)4p,a6S-z6P0,5/2-7/2,,OP85,,5169.033,Fe II,"Fe II$\,\lambda5170$",9,1.0
[FeVI]-5177,[Fe VI],5177.482,0.248,2.643,0.0,3d3-3d3,4F-2G,9/2-9/2,M1,R11,,5176.04,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5177$",41,0.8712292868760942
FeII-5199,Fe II,5199.024,3.23,5.615,0.0,3d6(3G)4s-3d6(5D)4p,a4G-z4F0,5/2-3/2,,OP85,,5197.577,Fe II,"Fe II$\,\lambda5199$",11,0.012941218638227671
[NI]-5202,[N I],5201.705,0.0,2.384,0.0,2s22p3-2s22p3,4S0-2D0,3/2-5/2,M1,,,5200.257,$[$N I$]$,"$[$N I$]\,\lambda5202$",46,1.0
FeII-5236,Fe II,5236.082,3.221,5.589,0.0,3d6(3G)4s-3d6(5D)4p,a4G-z4F0,7/2-5/2,,OP85,,5234.625,Fe II,"Fe II$\,\lambda5236$",11,0.023570927522842514
[FeIV]-5238,[Fe IV],5237.518,4.005,6.372,0.0,3d5-3d5,4G-2F2,5/2-7/2,M1,R11,,5236.06,$[$Fe IV$]$,"$[$Fe IV$]\,\lambda5238$",0,0.0
[FeIII]-5272,[Fe III],5271.867,0.054,2.406,0.0,3d6-3d6,5D-3P2,3-2,M1,I04,,5270.4,$[$Fe III$]$,"$[$Fe III$]\,\lambda5272$",34,7.922109768501473e-28
FeII-5277,Fe II,5277.47,3.199,5.549,0.0,3d6(3G)4s-3d6(5D)4p,a4G-z4F0,9/2-7/2,,OP85,,5276.002,Fe II,"Fe II$\,\lambda5277$",11,0.10934030931579723
[FeVII]-5278,[Fe VII],5277.848,0.289,2.638,0.0,3p63d2-3p63d2,3F-3P,4-2,E2,R11,,5276.38,$[$Fe VII$]$,"$[$Fe VII$]\,\lambda5278$",40,0.19023955654993854
[FeXIV]-5304,[Fe XIV],5304.335,0.0,2.337,0.0,3s23p-3s23p,2P0-2P0,1/2-3/2,M1,"FO87, K08",,5302.86,$[$Fe XIV$]$,"$[$Fe XIV$]\,\lambda5304$",0,0.0
[CaV]-5311,[Ca V],5310.587,0.0,2.335,0.0,3s23p4-3s23p4,3P-1D,2-2,M1,R11,,5309.11,$[$Ca V$]$,"$[$Ca V$]\,\lambda5311$",0,0.0
FeII-5318,Fe II,5318.094,3.153,5.484,0.0,3d6(3G)4s-3d6(5D)4p,a4G-z4F0,11/2-9/2,,OP85,,5316.615,Fe II,"Fe II$\,\lambda5318$",11,1.0
FeII-5318,Fe II,5318.263,3.221,5.553,0.0,3d6(3G)4s-3d6(5D)4p,a4G-z4D0,7/2-5/2,,OP85,,5316.784,Fe II,"Fe II$\,\lambda5318$",11,0.030788610946230904
[FeVI]-5337,[Fe VI],5336.664,0.0,2.323,0.0,3d3-3d3,4F-4P,3/2-1/2,M1,R11,,5335.18,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5337$",42,0.7498039456890614
[FeVI]-5426,[Fe VI],5425.728,0.063,2.349,0.0,3d3-3d3,4F-4P,5/2-3/2,M1,R11,,5424.22,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5426$",42,0.6030756697400989
[ClIII]-5519,[Cl III],5519.242,0.0,2.246,0.0,3s23p3-3s23p3,4S0-2D0,3/2-5/2,M1,"I04, T00",,5517.709,$[$Cl III$]$,"$[$Cl III$]\,\lambda5519$",33,1.0
[ClIII]-5539,[Cl III],5539.411,0.0,2.238,0.0,3s23p3-3s23p3,4S0-2D0,3/2-3/2,M1,"I04, T00",,5537.873,$[$Cl III$]$,"$[$Cl III$]\,\lambda5539$",33,0.7021955673114727
[OI]-5579,[O I],5578.887,1.9673642,4.1897463,1.26,2s22p4-2s22p4,1D-1S,2-0,E2,NIST,,5577.338246351693,$[$O I$]$,"$[$O I$]\,\lambda5579$",0,0.0
[FeVI]-5639,[Fe VI],5639.165,3.532,5.73,0.0,3d3-3d3,2D2-2F,5/2-7/2,M1,I01,,5637.6,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5639$",0,0.0
[FeVI]-5679,[Fe VI],5678.575,0.248,2.431,0.0,3d3-3d3,4F-4P,9/2-5/2,E2,I01,,5677.0,$[$Fe VI$]$,"$[$Fe VI$]\,\lambda5679$",42,1.0
CIII-5698,C III,5697.5,32.103,34.28,0.0,1s22s3p-1s22s3d,1P0-1D,1-2,,S99,WR feature,5695.92,C III,"C III$\,\lambda5698$",0,0.0
[FeVII]-5722,[Fe VII],5722.287,0.0,2.167,0.0,3p63d2-3p63d2,3F-1D,2-2,M1,"FO87, R11",,5720.7,$[$Fe VII$]$,"$[$Fe VII$]\,\lambda5722$",39,0.6690126277820755
[NII]-5756,[N II],5756.186,1.899,4.053,0.0,2s22p2-2s22p2,1D-1S,2-0,E2,T00,,5754.59,$[$N II$]$,"$[$N II$]\,\lambda5756$",0,0.0
CIV-5803,C IV,5802.939,37.549,39.685,0.0,1s23s-1s23p,2S-2P0,1/2-3/2,,S99,WR feature,5801.33,C IV,"C IV$\,\lambda5803$",6,1.0
CIV-5814,C IV,5813.592,37.549,39.681,0.0,1s23s-1s23p,2S-2P0,1/2-1/2,,S99,WR feature,5811.98,C IV,"C IV$\,\lambda5814$",6,1.0
HeI-5877,He I,5877.253,20.964,23.073,0.0,1s2p-1s3d,3P0-3D,,,,,5875.624,He I,"He I$\,\lambda5877$",0,0.0
NaI-5892,Na I,5891.583,0.0,2.104429202,61600000.0,2p63s-2p63p,2S-2P*,1/2-3/2,E1,NIST,,5889.950853705716,Na I,"Na I$\,\lambda5892$",21,1.0
NaI-5898,Na I,5897.558,0.0,2.102297177,61400000.0,2p63s-2p63p,2S-2P*,1/2-1/2,E1,NIST,,5895.924147668731,Na I,"Na I$\,\lambda5898$",21,1.0
OI-6048,O I,6048.114,10.989,13.039,0.0,2s22p3(4S0)3p-2s22p3(4S0)6s,3P-3S0,2-1,,I01,,6046.44,O I,"O I$\,\lambda6048$",0,0.0
[FeVII]-6089,[Fe VII],6088.685,0.13,2.167,0.0,3p63d2-3p63d2,3F-1D,3-2,M1,"FO87, R11",,6087.0,$[$Fe VII$]$,"$[$Fe VII$]\,\lambda6089$",39,1.0
[OI]-6302,[O I],6302.046,0.0,1.967,0.0,2s22p4-2s22p4,3P-1D,2-2,M1,,,6300.304,$[$O I$]$,"$[$O I$]\,\lambda6302$",54,1.0
[SIII]-6314,[S III],6313.806,1.404,3.368,0.0,3s23p2-3s23p2,1D-1S,2-0,E2,R11,,6312.06,$[$S III$]$,"$[$S III$]\,\lambda6314$",0,0.0
SiII-6349,Si II,6348.855,8.121,10.074,0.0,3s24s-3s24p,2S-2P0,1/2-3/2,,I04,,6347.1,Si II,"Si II$\,\lambda6349$",0,0.0
[OI]-6366,[O I],6365.535,0.02,1.967,0.0,2s22p4-2s22p4,3P-1D,1-2,M1,,,6363.776,$[$O I$]$,"$[$O I$]\,\lambda6366$",54,0.3193802016054863
FeII-6371,Fe II,6371.223,2.891,4.837,0.0,3d54s2-3d6(5D)4p,a6S-z6D0,5/2-3/2,,OP85,,6369.462,Fe II,"Fe II$\,\lambda6371$",9,4.01670141334599e-05
[FeX]-6376,[Fe X],6376.272,0.0,1.944,0.0,3s23p5-3s23p5,2P0-2P0,3/2-1/2,M1,"FO87, R11, K08",,6374.51,$[$Fe X$]$,"$[$Fe X$]\,\lambda6376$",0,0.0
FeII-6518,Fe II,6517.881,2.891,4.793,0.0,3d54s2-3d6(5D)4p,a6S-z6D0,5/2-7/2,,OP85,,6516.081,Fe II,"Fe II$\,\lambda6518$",9,0.0038098076337135657
[NII]-6550,[N II],6549.859,0.006,1.899,0.0,2s22p2-2s22p2,3P-1D,1-2,M1,,,6548.05,$[$N II$]$,"$[$N II$]\,\lambda6550$",45,0.33988536441357875
Ha,H I,6564.632,10.1988358,12.0875052,44101000.0,2-3,,,E1,NIST,,6562.8190148899275,H I,"H I$\,\lambda6565$",58,1.0
[NII]-6585,[N II],6585.279,0.016,1.899,0.0,2s22p2-2s22p2,3P-1D,2-2,M1,,,6583.46,$[$N II$]$,"$[$N II$]\,\lambda6585$",45,1.0
HeI-6680,He I,6679.996,21.2180227112,23.07407479777,63705000.0,1s2p-1s3d,1P*-1D,1-2,E1,NIST,,6678.151639156857,He I,"He I$\,\lambda6680$",0,0.0
[SII]-6718,[S II],6718.294,0.0,1.845,0.0,3s23p3-3s23p3,4S0-2D0,3/2-5/2,M1,,,6716.44,$[$S II$]$,"$[$S II$]\,\lambda6718$",57,1.0
[SII]-6733,[S II],6732.668,0.0,1.842,0.0,3s23p3-3s23p3,4S0-2D0,3/2-3/2,M1,,,6730.81,$[$S II$]$,"$[$S II$]\,\lambda6733$",57,0.7401278478919212
OI-7004,O I,7004.161,10.989,12.759,0.0,2s22p3(4S0)3p-2s22p3(4S0)4d,3P-3D0,2-3,,I01,,7002.23,O I,"O I$\,\lambda7004$",0,0.0
[ArV]-7008,[Ar V],7007.802,0.252,2.021,0.0,3s23p2-3s23p2,3P-1D,2-2,M1,"A92, I04",,7005.87,$[$Ar V$]$,"$[$Ar V$]\,\lambda7008$",0,0.0
HeI-7067,He I,7067.144,20.964,22.718,0.0,1s2p-1s3s,3P0-3S,,,,,7065.196,He I,"He I$\,\lambda7067$",0,0.0
[ArIII]-7138,[Ar III],7137.757,0.0,1.737,0.0,3s23p4-3s23p4,3P-1D,2-2,M1,R11,,7135.79,$[$Ar III$]$,"$[$Ar III$]\,\lambda7138$",29,1.0
[FeII]-7157,[Fe II],7157.129,0.232,1.965,0.0,3p63d7-3p63d7,a4F-a2G,9/2-9/2,M1,OF96,,7155.157,$[$Fe II$]$,"$[$Fe II$]\,\lambda7157$",36,1.0
[ArIV]-7173,[Ar IV],7172.597,2.615,4.343,0.0,3s23p3-3s23p3,2D0-2P0,3/2-3/2,M1,I04,,7170.62,$[$Ar IV$]$,"$[$Ar IV$]\,\lambda7173$",30,1.0
[FeII]-7174,[Fe II],7173.977,0.301,2.03,0.0,3p63d7-3p63d7,a4F-a2G,7/2-7/2,M1,OF96,,7172.0,$[$Fe II$]$,"$[$Fe II$]\,\lambda7174$",36,0.08479444181431471
CII-7238,C II,7238.414,16.333,18.046,0.0,2s23p-2s23d,2P0-2D,3/2-5/2,,O90,,7236.42,C II,"C II$\,\lambda7238$",0,0.0
[ArIV]-7239,[Ar IV],7239.255,2.631,4.343,0.0,3s23p3-3s23p3,2D0-2P0,5/2-3/2,M1,I04,,7237.26,$[$Ar IV$]$,"$[$Ar IV$]\,\lambda7239$",30,0.7417187103272145
OI-7256,O I,7256.447,10.989,12.697,0.0,2s22p3(4S0)3p-2s22p3(4S0)5s,3P-3S0,2-1,,O90,,7254.448,O I,"O I$\,\lambda7256$",0,0.0
[ArIV]-7265,[Ar IV],7264.761,2.615,4.321,0.0,3s23p3-3s23p3,2D0-2P0,3/2-1/2,M1,I04,,7262.76,$[$Ar IV$]$,"$[$Ar IV$]\,\lambda7265$",30,0.8535202444447542
HeI-7283,He I,7283.355,21.218,22.92,0.0,1s2p-1s3s,1P0-1S,1-0,,O90,,7281.349,He I,"He I$\,\lambda7283$",0,0.0
[OII]-7322,[O II],7322.007,3.324,5.017,0.0,2s22p3-2s22p3,2D0-2P0,5/2-3/2,M1,FO87,,7319.99,$[$O II$]$,"$[$O II$]\,\lambda7322$",52,1.0
[OII]-7333,[O II],7332.75,3.327,5.017,0.0,2s22p3-2s22p3,2D0-2P0,3/2-3/2,M1,FO87,,7330.73,$[$O II$]$,"$[$O II$]\,\lambda7333$",52,0.524017058596109
[NiII]-7380,[Ni II],7379.862,0.0,1.68,0.0,3p63d9-3p63d8(3F)4s,2D-2F,5/2-7/2,M1,A92,,7377.83,$[$Ni II$]$,"$[$Ni II$]\,\lambda7380$",50,1.0
[NiII]-7413,[Ni II],7413.201,0.187,1.86,0.0,3p63d9-3p63d8(3F)4s,2D-2F,3/2-5/2,M1,O90,,7411.16,$[$Ni II$]$,"$[$Ni II$]\,\lambda7413$",50,1.0
[FeII]-7455,[Fe II],7454.591,0.301,1.964,0.0,3p63d7-3p63d7,a4F-a4G,7/2-9/2,M1,O90,,7452.538,$[$Fe II$]$,"$[$Fe II$]\,\lambda7455$",37,0.40143255781822784
NI-7470,N I,7470.367,10.336,11.996,0.0,2s22p2(3P)3s-2s22p2(3P)3p,4P-4S0,5/2-3/2,,O90,,7468.31,N I,"N I$\,\lambda7470$",16,1.0
[SXII]-7613,[S XII],7613.095,0.0,1.629,0.0,2s22p-2s22p,2Po-2Po,1/2-3/2,M1,W11,,7611.0,$[$S XII$]$,"$[$S XII$]\,\lambda7613$",0,0.0
[ArIII]-7753,[Ar III],7753.193,0.138,1.737,0.0,3s23p4-3s23p4,3P-1D,1-2,M1,A92,,7751.06,$[$Ar III$]$,"$[$Ar III$]\,\lambda7753$",29,0.2412952097455411
OI-7778,O I,7777.527,9.1460911,10.740225,36900000.0,2s22p3(4S*)3s-2s22p3(4S*)3p,5S*-5P,2-1,E1,NIST,,7775.3872695229675,O I,"O I$\,\lambda7778$",0,0.0
HeI-7818,He I,7818.287,22.718,24.304,0.0,1s3s-1s7p,3S-3P0,,,O90,,7816.136,He I,"He I$\,\lambda7818$",0,0.0
ArI-7870,Ar I,7870.359,13.273,14.848,0.0,3s23p5(2P03/2)4p-3s23p5(2P03/2)6s,2[1/2]-2[3/2]0,0-1,,R11,,7868.194,Ar I,"Ar I$\,\lambda7870$",0,0.0
[NiIII]-7892,[Ni III],7892.071,0.169,1.74,0.0,3p63d8-3p63d8,3F-1D,3-2,M1,VB01,,7889.9,$[$Ni III$]$,"$[$Ni III$]\,\lambda7892$",0,0.0
[FeXI]-7894,[Fe XI],7893.971,0.0,1.571,0.0,3s23p4-3s23p4,3P-3P,2-1,M1,"FO87, R11,K08",,7891.8,$[$Fe XI$]$,"$[$Fe XI$]\,\lambda7894$",0,0.0
OI-7989,O I,7989.174,10.9887923,12.5406949,41900.0,2s22p3(4S*)3p-2s22p3(2D*)3s,3P-3D*,1-2,E1,NIST,,7986.97712858639,O I,"O I$\,\lambda7989$",0,0.0
HeII-8239,He II,8239.054,52.241,53.746,0.0,,,,,OF96,,8236.79,He II,"He II$\,\lambda8239$",14,1.0
Pa40,H I,8252.242,12.0875052,13.58993566,0.0,3-40,,,E1,NIST,,8249.974064399621,H I,"H I$\,\lambda8252$",58,0.00011204751131221718
Pa39,H I,8254.667,12.0875052,13.58949423,0.0,3-39,,,E1,NIST,,8252.398409123329,H I,"H I$\,\lambda8255$",58,0.00011942873303167422
Pa38,H I,8257.288,12.0875052,13.5890175,0.0,3-38,,,E1,NIST,,8255.01870088061,H I,"H I$\,\lambda8257$",58,0.00012765837104072397
Pa37,H I,8260.126,12.0875052,13.58850159,0.0,3-37,,,E1,NIST,,8257.855933995921,H I,"H I$\,\lambda8260$",58,0.00013679298642533936
Pa36,H I,8263.206,12.0875052,13.58794208,0.0,3-36,,,E1,NIST,,8260.935101712616,H I,"H I$\,\lambda8263$",58,0.00014700226244343892
Pa35,H I,8266.557,12.0875052,13.58733395,0.0,3-35,,,E1,NIST,,8264.285196192874,H I,"H I$\,\lambda8267$",58,0.00015845588235294117
Pa34,H I,8270.21,12.0875052,13.58667137,0.0,3-34,,,E1,NIST,,8267.937209058071,H I,"H I$\,\lambda8270$",58,0.00017138009049773756
Pa33,H I,8274.205,12.0875052,13.58594765,0.0,3-33,,,E1,NIST,,8271.93112949712,H I,"H I$\,\lambda8274$",58,0.00018597285067873304
Pa32,H I,8278.584,12.0875052,13.58515502,0.0,3-32,,,E1,NIST,,8276.308946157902,H I,"H I$\,\lambda8279$",58,0.00020254524886877828
Pa31,H I,8283.399,12.0875052,13.58428445,0.0,3-31,,,E1,NIST,,8281.1226449853,H I,"H I$\,\lambda8283$",58,0.00022138009049773756
Pa30,H I,8288.71,12.0875052,13.58332538,0.0,3-30,,,E1,NIST,,8286.432209761415,H I,"H I$\,\lambda8289$",58,0.0002429581447963801
Pa29,H I,8294.588,12.0875052,13.58226541,0.0,3-29,,,E1,NIST,,8292.308621294578,H I,"H I$\,\lambda8295$",58,0.00026770361990950225
Pa28,H I,8301.116,12.0875052,13.58108984,0.0,3-28,,,E1,NIST,,8298.834857148715,H I,"H I$\,\lambda8301$",58,0.00029609728506787327
Pa27,H I,8308.395,12.0875052,13.57978125,0.0,3-27,,,E1,NIST,,8306.111890021375,H I,"H I$\,\lambda8308$",58,0.0003291855203619909
Pa26,H I,8316.546,12.0875052,13.57831878,0.0,3-26,,,E1,NIST,,8314.260687202486,H I,"H I$\,\lambda8317$",58,0.0003676470588235294
Pa25,H I,8325.713,12.0875052,13.57667733,0.0,3-25,,,E1,NIST,,8323.425209762616,H I,"H I$\,\lambda8326$",58,0.0004126131221719457
Pa24,H I,8336.074,12.0875052,13.57482645,0.0,3-24,,,E1,NIST,,8333.783409578771,H I,"H I$\,\lambda8336$",58,0.00046521493212669683
Pa23,H I,8347.846,12.0875052,13.57272894,0.0,3-23,,,E1,NIST,,8345.552227981074,H I,"H I$\,\lambda8348$",58,0.0005277149321266969
Pa22,H I,8361.301,12.0875052,13.57033894,0.0,3-22,,,E1,NIST,,8359.003591425602,H I,"H I$\,\lambda8361$",58,0.0006020927601809956
Pa21,H I,8376.777,12.0875052,13.56759946,0.0,3-21,,,E1,NIST,,8374.475408517144,H I,"H I$\,\lambda8377$",58,0.0006914592760180995
Pa20,H I,8394.703,12.0875052,13.56443886,1516.7,3-20,,,E1,NIST,,8392.396563245888,H I,"H I$\,\lambda8395$",58,0.0007997737556561086
Pa19,H I,8415.63,12.0875052,13.56076619,1964.3,3-19,,,E1,NIST,,8413.317906598848,H I,"H I$\,\lambda8416$",58,0.0009318422574123774
Pa18,H I,8440.274,12.0875052,13.55646454,2580.4,3-18,,,E1,NIST,,8437.955244922085,H I,"H I$\,\lambda8440$",58,0.0010953054298642533
OI-8449,O I,8448.68,9.521,10.989,0.0,2s22p3(4S0)3s-2s22p3(4S0)3p,3S0-3P,1-2,,P88,,8446.359,O I,"O I$\,\lambda8449$",0,0.0
Pa17,H I,8469.581,12.0875052,13.55138166,3444.2,3-17,,,E1,NIST,,8467.25432232682,H I,"H I$\,\lambda8470$",58,0.0012994909502262444
CaII-8500,Ca II,8500.355,1.692,3.151,0.0,3p63d-3p64p,2D-2P0,3/2-3/2,,P88,,8498.02,Ca II,"Ca II$\,\lambda8500$",7,1.0
Pa16,H I,8504.819,12.0875052,13.54531624,4680.1,3-16,,,E1,NIST,,8502.482795781107,H I,"H I$\,\lambda8505$",58,0.0015579751131221719
CaII-8544,Ca II,8544.437,1.7,3.151,0.0,3p63d-3p64p,2D-2P0,5/2-3/2,,P88,,8542.09,Ca II,"Ca II$\,\lambda8544$",7,1.0
Pa15,H I,8547.731,12.0875052,13.53799772,6490.1,3-15,,,E1,NIST,,8545.383193683076,H I,"H I$\,\lambda8548$",58,0.001890837104072398
[ClII]-8581,[Cl II],8581.057,0.0,1.445,0.0,3s23p4-3s23p4,3P-1D,2-2,M1,OF96,,8578.7,$[$Cl II$]$,"$[$Cl II$]\,\lambda8581$",0,0.0
Pa14,H I,8600.754,12.0875052,13.52905552,9211.7,3-14,,,E1,NIST,,8598.391856540049,H I,"H I$\,\lambda8601$",58,0.0023260746606334837
[FeII]-8619,[Fe II],8619.317,0.232,1.671,0.0,3p63d7-3p63d7,a4F-a4P,9/2-5/2,E2,OF96,,8616.95,$[$Fe II$]$,"$[$Fe II$]\,\lambda8619$",37,1.0
CaII-8665,Ca II,8664.519,1.692,3.123,0.0,3p63d-3p64p,2D-2P0,3/2-1/2,,P88,,8662.14,Ca II,"Ca II$\,\lambda8665$",7,1.0
Pa13,H I,8667.398,12.0875052,13.51797128,13431.0,3-13,,,E1,NIST,,8665.01783429231,H I,"H I$\,\lambda8667$",58,0.0029072398190045246
NI-8683,N I,8682.666,10.336,11.764,0.0,2s22p2(3P)3s-2s22p2(3P)3p,4P-4D0,5/2-7/2,,O90,,8680.282,N I,"N I$\,\lambda8683$",16,1.0
NI-8706,N I,8705.638,10.326,11.75,0.0,2s22p2(3P)3s-2s22p2(3P)3p,4P-4D0,1/2-1/2,,O90,,8703.247,N I,"N I$\,\lambda8706$",16,1.0
NI-8714,N I,8714.096,10.33,11.753,0.0,2s22p2(3P)3s-2s22p2(3P)3p,4P-4D0,3/2-3/2,,O90,,8711.703,N I,"N I$\,\lambda8714$",16,1.0
Pa12,H I,8752.876,12.0875052,13.50400193,20207.0,3-12,,,E1,NIST,,8750.47271557575,H I,"H I$\,\lambda8753$",58,0.0037019230769230766
Pa11,H I,8865.216,12.0875052,13.48605194,31558.0,3-11,,,E1,NIST,,8862.782326239552,H I,"H I$\,\lambda8865$",58,0.004816176470588235
[FeII]-8894,[Fe II],8894.352,0.301,1.695,0.0,3p63d7-3p63d7,a4F-a4P,7/2-3/2,E2,O90,,8891.91,$[$Fe II$]$,"$[$Fe II$]\,\lambda8894$",37,0.36205871908329673
Pa10,H I,9017.384,12.0875052,13.46245155,51558.0,3-10,,,E1,NIST,,9014.909153531247,H I,"H I$\,\lambda9017$",58,0.006436651583710407
[SIII]-9071,[S III],9071.089,0.037,1.404,0.0,3s23p2-3s23p2,3P-1D,1-2,M1,OF96,,9068.6,$[$S III$]$,"$[$S III$]\,\lambda9071$",55,0.4050515831364721
