--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
   341.2790    341.1811  -2.182 5.380e+05  22.00 Ti I        2.160283   2.0 2D2)4s a3D     5.793211   3.0 (2F)4p s3G K    
   341.3058    341.2079  -3.722 9.873e+03  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.950543   5.0 s4F)5d g5H K    
   341.3263    341.2284  -4.437 2.990e+03  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.629324   3.0 s2F)4d 3G  K    
   341.5160    341.4181  -4.806 1.788e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.503574   2.0 (4F)5p 5D  K    
   341.5705    341.4725  -4.843 1.641e+03  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.935183   2.0 s4F)5d h5G K    
   341.6966    341.5986  -0.988 8.390e+06  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.055352   3.0 d2 4p2 e3D K    
   341.7019    341.6039  -4.068 6.978e+03  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.024176   3.0 s4F)5d k5F K    
   341.7278    341.6298  -1.474 1.743e+06  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.088295   5.0 (2H)4p y1H K    
   341.7484    341.6504  -4.157 4.420e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.501105   4.0 (4F)5p 5F  K    
   341.7765    341.6785  -4.054 5.603e+03  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.945541   4.0 (2G)5s 1G  K    
   341.8001    341.7021  -2.532 1.525e+05  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.514477   5.0 (4F)5p 5F  K    
   341.8689    341.7709  -3.400 2.524e+04  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.034628   4.0 s4F)5d k5F K    
   341.8866    341.7886  -1.786 3.113e+06  22.00 Ti I        1.066554   2.0 s2 a3P         4.693025   1.0 (3P)sp u3D K    
   341.9223    341.8243  -4.972 8.693e+02  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.931447   3.0 s4F)5d g5H K    
   341.9425    341.8445  -1.161 5.625e+06  22.00 Ti I        2.236329   4.0 (2H)4s a3H     5.862207   3.0 (2F)4p p3F K    
   342.1944    342.0963  -1.464 1.779e+06  22.00 Ti I        1.502489   4.0 s2 a1G         5.125699   5.0 s4F)5p?u3G K    
   342.2465    342.1484  -2.374 2.188e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.501861   5.0 s4F)5p t3G K    
   342.2499    342.1518  -3.910 7.784e+03  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.940523   4.0 s4F)5d g5H K    
   342.3180    342.2199  -2.878 8.376e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.501105   4.0 (4F)5p 5F  K    
   342.4148    342.3166  -1.936 9.417e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.064030   3.0 (4P)4p r3D K    
   342.4935    342.3953  -2.927 6.115e+04  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.046909   5.0 s4F)5d k5F K    
   342.6393    342.5411  -3.332 3.779e+04  22.00 Ti I        2.174706   3.0 2D2)4s a3D     5.793211   3.0 (2F)4p s3G K    
   342.7461    342.6478  -3.916 9.842e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.490544   3.0 (4F)5p 5F  K    
   342.7525    342.6542  -3.298 3.176e+04  22.00 Ti I        2.267368   4.0 (2G)4s b1G     5.884678   4.0 (2F)4p p3F K    
   342.8003    342.7020  -3.689 1.056e+04  22.00 Ti I        2.040615   6.0 (3F)sp z5G     5.657421   5.0 s2F)4d 3G  K    
   342.8570    342.7587  -4.147 5.778e+03  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.024176   3.0 s4F)5d k5F K    
   342.9089    342.8106  -1.605 2.817e+06  22.00 Ti I        1.052926   1.0 s2 a3P         4.668586   2.0 a2D)4p u3F K    
   342.9452    342.8469  -4.175 5.415e+03  22.00 Ti I        0.899549   2.0 s2 a1D         4.514827   3.0 (4P)4p y5P K    
   342.9931    342.8948  -1.025 4.866e+06  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.501861   5.0 s4F)5p t3G K    
   343.0648    342.9665  -4.083 5.202e+03  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.501105   4.0 (4F)5p 5F  K    
   343.0651    342.9668  -2.351 2.806e+05  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.487181   4.0 s4F)5p t3G K    
   343.1518    343.0534  -1.432 2.993e+06  22.00 Ti I        1.066554   2.0 s2 a3P         4.679655   3.0 a2D)4p u3F K    
   343.1857    343.0873  -1.865 1.546e+06  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.042500   2.0 (4P)4p r3D K    
   343.2053    343.1069  -2.532 1.848e+05  22.00 Ti I        1.502489   4.0 s2 a1G         5.115027   4.0 s4F)5p?u3G K    
   343.2296    343.1312  -3.659 4.138e+04  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.008026   1.0 s4F)5d 5F  K    
   343.3190    343.2206  -4.872 1.086e+03  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.490544   3.0 (4F)5p 5F  K    
   343.3344    343.2360  -3.971 1.210e+04  22.00 Ti I        2.239326   1.0 (2P)4s b3P     5.850506   2.0 (2F)4p p3F K    
   343.3416    343.2432  -3.573 2.161e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.484270   3.0 s4F)5p o3D K    
   343.4736    343.3752  -4.043 1.024e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.482882   2.0 (4F)5p 5F  K    
   343.5661    343.4676  -2.545 1.790e+05  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.711694   4.0 s2F)4d e1G K    
   343.6391    343.5406  -1.114 4.827e+06  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.487181   4.0 s4F)5p t3G K    
   343.6593    343.5608  -3.929 7.390e+03  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.034628   4.0 s4F)5d k5F K    
   343.6853    343.5868  -3.745 1.129e+04  22.00 Ti I        0.825859   3.0 (4F)4s a5F     4.433352   4.0 (4P)4p w5D K    
   343.7801    343.6816  -4.256 6.260e+03  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.014466   2.0 s4F)5d k5F K    
   343.8160    343.7175  -4.884 1.474e+03  22.00 Ti I        0.899549   2.0 s2 a1D         4.505669   2.0 (4P)4p y5P K    
   343.8498    343.7513  -1.969 5.508e+05  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.722827   5.0 s4F)6s h5F K    
   343.9166    343.8180  -3.899 1.017e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.484270   3.0 s4F)5p o3D K    
   344.0287    343.9301  -1.918 9.724e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.064030   3.0 (4P)4p r3D K    
   344.1851    344.0865  -3.440 2.920e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     4.420396   3.0 (4P)4p w5D K    
   344.2062    344.1076  -2.181 7.422e+05  22.00 Ti I        1.066554   2.0 s2 a3P         4.668586   2.0 a2D)4p u3F K    
   344.2150    344.1164  -1.726 1.511e+06  22.00 Ti I        1.502489   4.0 s2 a1G         5.104430   3.0 s4F)5p?u3G K    
   344.2639    344.1653  -1.179 5.324e+06  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.474596   3.0 s4F)5p t3G K    
   344.2802    344.1816  -1.805 9.796e+05  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.704208   4.0 s4F)6s h5F K    
   344.3162    344.2175  -4.021 1.787e+04  22.00 Ti I        0.899549   2.0 s2 a1D         4.500431   1.0 (4P)4p y5P K    
   344.3917    344.2930  -2.219 3.774e+05  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.487181   4.0 s4F)5p t3G K    
   344.4630    344.3643  -0.969 1.207e+07  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.042500   2.0 (4P)4p r3D K    
   344.5394    344.4407  -1.157 1.305e+07  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.028305   1.0 (4P)4p r3D K    
   344.5868    344.4881  -3.437 4.107e+04  22.00 Ti I        0.812944   1.0 (4F)4s a5F     4.410997   2.0 (4P)4p w5D K    
   344.5872    344.4885  -1.036 7.386e+06  22.00 Ti I        1.066554   2.0 s2 a3P         4.664605   3.0 s2 4p x1F  K    
   344.6098    344.5111  -2.946 9.086e+04  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.078247   3.0 d2 4p2 h5D K    
   344.6129    344.5142  -1.817 1.223e+06  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.690030   3.0 s4F)6s h5F K    
   344.6205    344.5218  -4.283 9.757e+03  22.00 Ti I        2.487481   1.0 (2P)4s a1P     6.085183   1.0 s2F)5p 3D  K    
   344.6536    344.5549  -2.556 1.734e+05  22.00 Ti I        0.835995   4.0 (4F)4s a5F     4.433352   4.0 (4P)4p w5D K    
   344.7512    344.6524  -2.974 5.417e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.475543   5.0 (1G)sp x1H K    
   344.8419    344.7431  -2.218 4.851e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.474596   3.0 s4F)5p t3G K    
   344.8778    344.7790  -1.988 1.153e+06  22.00 Ti I        2.085062   1.0 (3F)sp z5F     5.680080   2.0 s4F)6s h5F K    
   344.8950    344.7962  -2.294 4.071e+05  22.00 Ti I        2.267368   4.0 (2G)4s b1G     5.862207   3.0 (2F)4p p3F K    
   344.9148    344.8160  -3.299 3.129e+04  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.711694   4.0 s2F)4d e1G K    
   344.9240    344.8252  -2.409 3.123e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     4.420396   3.0 (4P)4p w5D K    
   344.9356    344.8368  -2.469 6.346e+05  22.00 Ti I        2.153547   1.0 2D2)4s a3D     5.747962   1.0 (2P)4p 1P  K    
   345.0045    344.9057  -4.545 1.452e+03  22.00 Ti I        2.236329   4.0 (2H)4s a3H     5.830027   5.0 (2F)4p s3G K    
   345.0855    344.9866  -2.431 4.152e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     4.410997   2.0 (4P)4p w5D K    
   345.0992    345.0003  -3.121 8.478e+04  22.00 Ti I        2.471979   1.0 (3F)sp z3D     6.064691   2.0 d2 4p2 h5D K    
   345.1650    345.0661  -4.698 2.244e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.465194   2.0 s4F)5p o3D K    
   345.1738    345.0749  -2.587 4.830e+05  22.00 Ti I        0.812944   1.0 (4F)4s a5F     4.404879   1.0 (4P)4p w5D K    
   345.1898    345.0909  -2.995 6.292e+04  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.694720   4.0 s2F)4d 3F  K    
   345.2731    345.1742  -2.545 2.279e+05  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.683150   3.0 s2F)4d 3F  K    
   345.3025    345.2036  -2.467 3.817e+05  22.00 Ti I        2.085062   1.0 (3F)sp z5F     5.675659   2.0 s2F)4d 3F  K    
   345.3907    345.2918  -0.587 2.067e+07  22.00 Ti I        1.066554   2.0 s2 a3P         4.656233   3.0 (2G)4p v3G K    
   345.4541    345.3552  -1.679 3.901e+06  22.00 Ti I        2.085062   1.0 (3F)sp z5F     5.674082   1.0 s4F)6s h5F K    
   345.4641    345.3652  -2.587 1.447e+06  22.00 Ti I        0.812944   1.0 (4F)4s a5F     4.401861   0.0 (4P)4p w5D K    
   345.5087    345.4097  -4.523 1.523e+03  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.475543   5.0 (1G)sp x1H K    
   345.5148    345.4158  -0.992 5.174e+06  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.722827   5.0 s4F)6s h5F K    
   345.5319    345.4329  -3.689 1.633e+04  22.00 Ti I        2.505652   2.0 2D2)4s b1D     6.093864   3.0 s2F)5p 3D  K    
   345.5686    345.4696  -1.583 2.918e+06  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.680080   2.0 s4F)6s h5F K    
   345.5833    345.4843  -1.323 8.849e+06  22.00 Ti I        2.160283   2.0 2D2)4s a3D     5.747962   1.0 (2P)4p 1P  K    
   345.5995    345.5005  -4.729 2.085e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.017267   2.0 s2 4p v3P  K    
   345.6347    345.5357  -1.183 4.071e+06  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.704208   4.0 s4F)6s h5F K    
   345.6411    345.5421  -1.388 3.264e+06  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.690030   3.0 s4F)6s h5F K    
   345.6741    345.5751  -2.285 9.653e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     4.404879   1.0 (4P)4p w5D K    
   345.7635    345.6645  -2.984 1.930e+05  22.00 Ti I        2.471979   1.0 (3F)sp z3D     6.057787   1.0 d2 4p2 h5D K    
   345.7638    345.6648  -1.507 1.578e+06  22.00 Ti I        1.502489   4.0 s2 a1G         5.088295   5.0 (2H)4p y1H K    
   345.8282    345.7292  -2.051 9.918e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     4.410997   2.0 (4P)4p w5D K    
   345.8480    345.7490  -1.692 1.259e+06  22.00 Ti I        0.848420   5.0 (4F)4s a5F     4.433352   4.0 (4P)4p w5D K    
   345.8972    345.7981  -3.222 3.715e+04  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.079737   4.0 d2 4p2 h5D K    
   345.8994    345.8003  -1.857 1.107e+06  22.00 Ti I        0.835995   4.0 (4F)4s a5F     4.420396   3.0 (4P)4p w5D K    
   345.9132    345.8141  -2.421 4.229e+05  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.064691   2.0 d2 4p2 h5D K    
   345.9350    345.8359  -1.519 1.875e+06  22.00 Ti I        2.407969   3.0 (3F)sp z3F     5.992001   4.0 d2 4p2 j5F K    
   345.9950    345.8959  -3.535 3.251e+04  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.675659   2.0 s2F)4d 3F  K    
   346.0410    345.9419  -2.278 4.195e+05  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.078247   3.0 d2 4p2 h5D K    
   346.1404    346.0413  -3.785 1.827e+04  22.00 Ti I        2.505652   2.0 2D2)4s b1D     6.087556   2.0 s2F)5p 3D  K    
   346.1472    346.0481  -1.982 1.934e+06  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.674082   1.0 s4F)6s h5F K    
   346.1646    346.0655  -1.571 1.359e+06  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.008518   5.0 d2 4p2 j5F K    
   346.1896    346.0905  -3.242 4.554e+04  22.00 Ti I        2.395745   2.0 (3F)sp z3F     5.977141   3.0 d2 4p2 j5F K    
   346.2475    346.1484  -2.406 1.986e+05  22.00 Ti I        2.249230   5.0 (2H)4s a3H     5.830027   5.0 (2F)4p s3G K    
   346.3053    346.2061  -2.803 1.251e+05  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.683150   3.0 s2F)4d 3F  K    
   346.3271    346.2279  -4.794 8.124e+02  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.459178   5.0 (4F)5p 5G  K    
   346.3699    346.2707  -4.738 3.388e+03  22.00 Ti I        2.505652   2.0 2D2)4s b1D     6.085183   1.0 s2F)5p 3D  K    
   346.4189    346.3197  -4.480 3.681e+03  22.00 Ti I        1.052926   1.0 s2 a3P         4.631951   2.0 (4P)4p y5S K    
   346.5513    346.4521  -3.025 5.826e+04  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.694720   4.0 s2F)4d 3F  K    
   346.5807    346.4815  -3.529 5.475e+04  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.057787   1.0 d2 4p2 h5D K    
   346.5900    346.4908  -4.642 1.407e+03  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.711694   4.0 s2F)4d e1G K    
   346.6025    346.5033  -1.807 1.732e+06  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.680080   2.0 s4F)6s h5F K    
   346.7141    346.6148  -4.706 8.399e+02  22.00 Ti I        0.848420   5.0 (4F)4s a5F     4.424398   6.0 (2G)4p y3H K    
   346.8169    346.7176  -1.616 1.918e+06  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.055352   3.0 d2 4p2 e3D K    
   346.8250    346.7257  -1.109 8.628e+06  22.00 Ti I        1.052926   1.0 s2 a3P         4.627760   2.0 a2D)4p w3P K    
   346.8299    346.7306  -4.569 1.662e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.447951   4.0 (4F)5p 5G  K    
   346.8637    346.7644  -0.856 7.021e+06  22.00 Ti I        2.255591   6.0 (2H)4s a3H     5.830027   5.0 (2F)4p s3G K    
   346.8949    346.7956  -4.138 8.068e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.017267   2.0 s2 4p v3P  K    
   347.0061    346.9068  -1.792 1.277e+06  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.690030   3.0 s4F)6s h5F K    
   347.0314    346.9321  -2.971 1.184e+05  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.675659   2.0 s2F)4d 3F  K    
   347.0915    346.9921  -3.346 2.269e+04  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.459178   5.0 (4F)5p 5G  K    
   347.2129    347.1135  -4.502 1.935e+03  22.00 Ti I        2.236329   4.0 (2H)4s a3H     5.807170   4.0 (2F)4p s3G K    
   347.3168    347.2174  -1.948 6.925e+05  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.704208   4.0 s4F)6s h5F K    
   347.3552    347.2558  -3.333 5.136e+04  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.064691   2.0 d2 4p2 h5D K    
   347.3752    347.2758  -4.364 3.415e+03  22.00 Ti I        2.407969   3.0 (3F)sp z3F     5.977141   3.0 d2 4p2 j5F K    
   347.3778    347.2784  -1.137 1.344e+07  22.00 Ti I        2.471979   1.0 (3F)sp z3D     6.041124   1.0 d2 4p2 e3D K    
   347.3856    347.2862  -1.718 2.116e+06  22.00 Ti I        2.471979   1.0 (3F)sp z3D     6.041043   2.0 d2 4p2 e3D K    
   347.4098    347.3104  -4.162 7.612e+03  22.00 Ti I        2.395745   2.0 (3F)sp z3F     5.964561   2.0 d2 4p2 j5F K    
   347.4165    347.3171  -3.211 3.777e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.447951   4.0 (4F)5p 5G  K    
   347.5698    347.4703  -4.009 7.726e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     4.996930   3.0 a2D)4p w1F K    
   347.7001    347.6006  -4.505 1.916e+03  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.668788   4.0 s2F)4d f3H K    
   347.7034    347.6039  -3.360 3.440e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.438970   3.0 (4F)5p 5G  K    
   347.7379    347.6384  -3.520 1.514e+04  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.682511   5.0 s2F)4d f3H K    
   347.7683    347.6688  -4.370 2.614e+03  22.00 Ti I        2.426863   4.0 (3F)sp z3F     5.992001   4.0 d2 4p2 j5F K    
   347.8861    347.7865  -3.167 2.886e+04  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.698368   6.0 s2F)4d f3H K    
   347.9911    347.8915  -1.214 1.122e+07  22.00 Ti I        1.046007   0.0 s2 a3P         4.608863   1.0 a2D)4p w3P K    
   348.1195    348.0199  -0.611 1.926e+07  22.00 Ti I        1.502489   4.0 s2 a1G         5.064030   3.0 (4P)4p r3D K    
   348.1244    348.0248  -2.831 2.707e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     5.957235   1.0 d2 4p2 j5F K    
   348.1523    348.0527  -0.410 4.282e+07  22.00 Ti I        1.066554   2.0 s2 a3P         4.627760   2.0 a2D)4p w3P NBS  
   348.1858    348.0862  -3.791 9.891e+03  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.447951   4.0 (4F)5p 5G  K    
   348.2026    348.1030  -1.299 9.212e+06  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.041124   1.0 d2 4p2 e3D K    
   348.2106    348.1109  -1.049 9.828e+06  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.041043   2.0 d2 4p2 e3D K    
   348.2425    348.1428  -3.557 1.695e+04  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.694720   4.0 s2F)4d 3F  K    
   348.2665    348.1668  -0.633 1.829e+07  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.055352   3.0 d2 4p2 e3D K    
   348.2931    348.1934  -3.516 2.394e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.438970   3.0 (4F)5p 5G  K    
   348.3588    348.2591  -3.267 5.944e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.432262   2.0 (4F)5p 5G  K    
   348.3983    348.2986  -3.018 7.531e+04  22.00 Ti I        0.000000   2.0 s2 a3F         3.558691   3.0 (4F)4p y5F K    
   348.4719    348.3722  -2.817 9.301e+04  22.00 Ti I        2.249230   5.0 (2H)4s a3H     5.807170   4.0 (2F)4p s3G K    
   348.5755    348.4758  -2.720 1.494e+05  22.00 Ti I        2.236329   4.0 (2H)4s a3H     5.793211   3.0 (2F)4p s3G K    
   348.6039    348.5041  -2.602 2.745e+05  22.00 Ti I        2.407969   3.0 (3F)sp z3F     5.964561   2.0 d2 4p2 j5F K    
   348.6682    348.5684  -1.253 1.021e+07  22.00 Ti I        1.052926   1.0 s2 a3P         4.608863   1.0 a2D)4p w3P K    
   348.8800    348.7802  -2.650 1.753e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     4.996930   3.0 a2D)4p w1F K    
   349.1762    349.0763  -3.337 5.036e+04  22.00 Ti I        0.000000   2.0 s2 a3F         3.550764   2.0 (4F)4p y5F K    
   349.2025    349.1026  -3.938 7.010e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.423663   4.0 s4F)5p r3F K    
   349.2240    349.1241  -2.596 1.981e+05  22.00 Ti I        2.426863   4.0 (3F)sp z3F     5.977141   3.0 d2 4p2 j5F K    
   349.4275    349.3275  -2.230 3.574e+05  22.00 Ti I        0.021094   3.0 s2 a3F         3.569304   4.0 (4F)4p y5F MFW  
   349.4408    349.3408  -4.550 1.400e+03  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.682511   5.0 s2F)4d f3H K    
   349.4824    349.3824  -2.123 5.877e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     5.943397   3.0 s4F)5d h5G K    
   349.6718    349.5718  -1.105 8.567e+06  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.041043   2.0 d2 4p2 e3D K    
   349.6749    349.5749  -1.126 4.081e+07  22.00 Ti I        1.052926   1.0 s2 a3P         4.598625   0.0 a2D)4p w3P K    
   349.6930    349.5930  -2.114 4.661e+05  22.00 Ti I        2.407969   3.0 (3F)sp z3F     5.953484   4.0 s4F)5d h5G K    
   349.6954    349.5954  -2.725 3.425e+05  22.00 Ti I        0.000000   2.0 s2 a3F         3.545491   1.0 (4F)4p y5F K    
   349.7972    349.6971  -2.042 5.499e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.423663   4.0 s4F)5p r3F K    
   349.8283    349.7282  -3.326 2.339e+04  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.862046   5.0 d2 4p2 g5G K    
   349.8679    349.7678  -4.050 6.938e+03  22.00 Ti I        2.480433   2.0 (3F)sp z3D     6.024176   3.0 s4F)5d k5F K    
   349.8937    349.7936  -3.003 7.730e+04  22.00 Ti I        2.249729   2.0 (2P)4s b3P     5.793211   3.0 (2F)4p s3G K    
   349.9919    349.8918  -3.796 1.742e+04  22.00 Ti I        2.471979   1.0 (3F)sp z3D     6.014466   2.0 s4F)5d k5F K    
   350.0096    349.9095  -0.978 1.909e+07  22.00 Ti I        1.066554   2.0 s2 a3P         4.608863   1.0 a2D)4p w3P K    
   350.2023    350.1021  -4.117 3.777e+03  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.657421   5.0 s2F)4d 3G  K    
   350.2575    350.1573  -3.824 9.060e+03  22.00 Ti I        2.267368   4.0 (2G)4s b1G     5.807170   4.0 (2F)4p s3G K    
   350.2934    350.1932  -2.684 2.251e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     5.935183   2.0 s4F)5d h5G K    
   350.3057    350.2055  -4.305 2.992e+03  22.00 Ti I        2.495313   3.0 (3F)sp z3D     6.034628   4.0 s4F)5d k5F K    
   350.3144    350.2142  -3.385 2.489e+04  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.844582   4.0 d2 4p2 g5G K    
