--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
   571.1486    570.9902  -2.264 3.711e+05  22.00 Ti I        3.112360   2.0 (3P)sp z5S     5.283147   1.0 s4F)4d e5P K    
   571.1800    571.0216  -3.514 8.943e+03  22.00 Ti I        2.249729   2.0 (2P)4s b3P     4.420396   3.0 (4P)4p w5D K    
   571.2820    571.1236  -2.641 6.673e+04  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.349693   3.0 s4F)4d g5F K    
   571.2967    571.1382  -3.215 4.152e+04  22.00 Ti I        3.112922   2.0 (3F)sp y3F     5.283147   1.0 s4F)4d e5P K    
   571.3261    571.1676  -3.309 1.433e+04  22.00 Ti I        2.344714   2.0 (2P)4s c3P     4.514827   3.0 (4P)4p y5P K    
   571.3439    571.1854  -0.942 3.336e+06  22.00 Ti I        2.305355   3.0 (3F)sp z5D     4.475401   3.0 s4F)5s e5F K    
   571.5340    571.3755  -3.260 2.244e+04  22.00 Ti I        3.127777   3.0 (3F)sp y3F     5.297100   2.0 s4F)4d e5P K    
   571.5379    571.3794  -3.485 2.228e+04  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.335528   1.0 s4F)4d g5F K    
   571.5465    571.3880  -1.127 5.080e+06  22.00 Ti I        2.289086   0.0 (3F)sp z5D     4.458361   1.0 s4F)5s e5F K    
   571.5935    571.4350  -4.669 8.749e+02  22.00 Ti I        2.174706   3.0 2D2)4s a3D     4.343803   2.0 (3P)sp x1D K    
   571.6702    571.5116  -0.526 4.676e+06  22.00 Ti I        2.255591   6.0 (2H)4s a3H     4.424398   6.0 (2G)4p y3H K    
   571.7641    571.6055  -3.820 3.431e+03  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.230227   4.0 s4F)4d e5D K    
   571.8031    571.6445  -0.700 8.141e+06  22.00 Ti I        2.296815   2.0 (3F)sp z5D     4.465117   2.0 s4F)5s e5F MFW  
   571.8304    571.6718  -3.300 1.460e+04  22.00 Ti I        3.423784   4.0 (3F)sp y3G     5.591983   3.0 s4F)5s 5D  K    
   572.0717    571.9130  -3.238 3.927e+04  22.00 Ti I        2.333147   0.0 (2P)4s c3P     4.500431   1.0 (4P)4p y5P K    
   572.2023    572.0436  -0.900 8.549e+06  22.00 Ti I        2.291572   1.0 (3F)sp z5D     4.458361   1.0 s4F)5s e5F MFW  
   572.2539    572.0952  -2.729 3.456e+04  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.228370   5.0 s4F)4d e3G K    
   572.3231    572.1644  -3.252 3.799e+04  22.00 Ti I        2.334099   1.0 (2P)4s c3P     4.500431   1.0 (4P)4p y5P K    
   572.3385    572.1798  -2.293 1.482e+05  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.327094   3.0 d4 3F1     K    
   572.3956    572.2369  -2.024 2.752e+05  22.00 Ti I        3.147752   4.0 (3F)sp y3F     5.313810   3.0 s4F)4d e5P K    
   572.4151    572.2563  -4.502 7.120e+02  22.00 Ti I        2.267368   4.0 (2G)4s b1G     4.433352   4.0 (4P)4p w5D K    
   572.4963    572.3375  -1.712 5.643e+05  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.319699   3.0 s4F)4d 3D  K    
   572.5229    572.3641  -3.700 4.511e+03  22.00 Ti I        3.869052   3.0 (3P)sp v3D     6.034628   4.0 s4F)5d k5F K    
   572.5292    572.3704  -3.862 9.320e+03  22.00 Ti I        2.239326   1.0 (2P)4s b3P     4.404879   1.0 (4P)4p w5D K    
   572.6276    572.4688  -3.010 3.976e+04  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.326000   2.0 d4 3F1     K    
   572.7695    572.6107  -4.146 4.842e+03  22.00 Ti I        3.170885   0.0 (3P)sp 3P      5.335528   1.0 s4F)4d g5F K    
   572.9886    572.8297  -1.961 4.445e+05  22.00 Ti I        3.139009   1.0 (4F)4p y3D     5.302825   2.0 s4F)4d 3D  K    
   573.1249    572.9660  -1.807 4.524e+05  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.349693   3.0 s4F)4d g5F K    
   573.2064    573.0474  -3.469 1.379e+04  22.00 Ti I        2.737718   2.0 (3F)sp z1D     4.900712   2.0 (4F)5s f3F K    
   573.2221    573.0631  -3.584 1.058e+04  22.00 Ti I        2.505652   2.0 2D2)4s b1D     4.668586   2.0 a2D)4p u3F K    
   573.2224    573.0634  -2.010 3.967e+05  22.00 Ti I        3.178425   1.0 (3P)sp y5D     5.341358   2.0 s4F)4d g5F K    
   573.2708    573.1118  -2.244 3.857e+05  22.00 Ti I        2.231156   0.0 (2P)4s b3P     4.393907   1.0 y3S        K    
   573.3283    573.1693  -3.820 3.071e+04  22.00 Ti I        2.239326   1.0 (2P)4s b3P     4.401861   0.0 (4P)4p w5D K    
   573.4845    573.3255  -3.660 8.874e+03  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.341358   2.0 s4F)4d g5F K    
   573.5789    573.4198  -1.854 3.153e+05  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.360083   4.0 s4F)4d g5F K    
   573.5902    573.4311  -1.959 7.427e+05  22.00 Ti I        2.296815   2.0 (3F)sp z5D     4.458361   1.0 s4F)5s e5F K    
   573.6640    573.5049  -3.326 1.914e+04  22.00 Ti I        2.249729   2.0 (2P)4s b3P     4.410997   2.0 (4P)4p w5D K    
   573.7471    573.5880  -2.358 1.777e+05  22.00 Ti I        2.344714   2.0 (2P)4s c3P     4.505669   2.0 (4P)4p y5P K    
   573.7950    573.6359  -3.423 2.550e+04  22.00 Ti I        3.430073   1.0 (3P)sp z5P     5.590847   1.0 s2D)5s 5D  K    
   574.0018    573.8426  -2.255 3.751e+05  22.00 Ti I        3.175531   0.0 (3P)sp y5D     5.335528   1.0 s4F)4d g5F K    
   574.0575    573.8983  -2.811 4.468e+04  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.313810   3.0 s4F)4d e5P K    
   574.0592    573.9000  -2.366 1.743e+05  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.326000   2.0 d4 3F1     K    
   574.0622    573.9030  -3.479 1.344e+04  22.00 Ti I        3.284878   2.0 (4F)4p y5G     5.444648   2.0 (4F)4d 5F  K    
   574.0644    573.9052  -1.953 4.511e+05  22.00 Ti I        2.305355   3.0 (3F)sp z5D     4.465117   2.0 s4F)5s e5F K    
   574.1061    573.9469  -0.600 4.621e+06  22.00 Ti I        2.249230   5.0 (2H)4s a3H     4.408834   5.0 (2G)4p y3H MFW  
   574.1570    573.9978  -0.670 4.806e+06  22.00 Ti I        2.236329   4.0 (2H)4s a3H     4.395742   4.0 (2G)4p y3H MFW  
   574.2793    574.1200  -0.881 3.800e+06  22.00 Ti I        2.505652   2.0 2D2)4s b1D     4.664605   3.0 s2 4p x1F  K    
   574.2902    574.1309  -3.469 1.374e+04  22.00 Ti I        2.495313   3.0 (3F)sp z3D     4.654226   2.0 s4F)5s e3F K    
   574.2990    574.1397  -2.625 6.851e+04  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.319699   3.0 s4F)4d 3D  K    
   574.3112    574.1519  -3.573 6.006e+03  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.220610   4.0 s4F)4d g3F K    
   574.4583    574.2990  -3.397 9.003e+03  22.00 Ti I        3.921457   5.0 (4F)4p w3G     6.079737   4.0 d2 4p2 h5D K    
   574.5087    574.3494  -3.367 1.736e+04  22.00 Ti I        3.139009   1.0 (4F)4p y3D     5.297100   2.0 s4F)4d e5P K    
   574.5395    574.3802  -2.280 1.515e+05  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.451541   3.0 (4F)4d 5F  K    
   574.6056    574.4463  -1.335 8.492e+05  22.00 Ti I        3.214509   4.0 (3P)sp y5D     5.372236   5.0 s4F)4d g5F K    
   574.6662    574.5068  -2.249 1.626e+05  22.00 Ti I        2.317901   4.0 (3F)sp z5D     4.475401   3.0 s4F)5s e5F K    
   574.7717    574.6123  -2.198 4.266e+05  22.00 Ti I        3.178425   1.0 (3P)sp y5D     5.335528   1.0 s4F)4d g5F K    
   574.7922    574.6328  -3.824 4.325e+03  22.00 Ti I        3.867150   2.0 (3P)sp v3D     6.024176   3.0 s4F)5d k5F K    
   575.1412    574.9817  -3.131 4.971e+04  22.00 Ti I        2.344714   2.0 (2P)4s c3P     4.500431   1.0 (4P)4p y5P K    
   575.2853    575.1258  -1.751 3.973e+05  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.460276   4.0 (4F)4d f5F K    
   575.2925    575.1330  -3.585 1.747e+04  22.00 Ti I        2.249729   2.0 (2P)4s b3P     4.404879   1.0 (4P)4p w5D K    
   575.3348    575.1753  -3.624 5.322e+03  22.00 Ti I        2.777834   3.0 (3F)sp z1F     4.932826   4.0 (4F)5s f3F K    
   575.3348    575.1753  -1.176 4.479e+06  22.00 Ti I        3.284878   2.0 (4F)4p y5G     5.439870   1.0 (4F)4d 5F  K    
   575.3416    575.1821  -2.008 3.956e+05  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.341358   2.0 s4F)4d g5F K    
   575.4448    575.2852  -1.683 1.393e+06  22.00 Ti I        2.239326   1.0 (2P)4s b3P     4.393907   1.0 y3S        K    
   575.8022    575.6425  -2.025 1.727e+05  22.00 Ti I        2.255591   6.0 (2H)4s a3H     4.408834   5.0 (2G)4p y3H K    
   575.8448    575.6851  -0.654 4.958e+06  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.332497   4.0 d4 3F1     K    
   575.8662    575.7065  -2.760 3.884e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.711694   4.0 s2F)4d e1G K    
   575.8700    575.7103  -2.440 1.043e+05  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.313810   3.0 s4F)4d e5P K    
   575.9658    575.8061  -3.392 1.165e+04  22.00 Ti I        3.439351   2.0 (3P)sp z5P     5.591983   3.0 s4F)5s 5D  K    
   576.1338    575.9741  -2.312 1.959e+05  22.00 Ti I        3.439351   2.0 (3P)sp z5P     5.591355   2.0 s2D)5s 5D  K    
   576.2697    576.1099  -2.900 8.429e+04  22.00 Ti I        3.439351   2.0 (3P)sp z5P     5.590847   1.0 s2D)5s 5D  K    
   576.3492    576.1894  -2.016 2.765e+05  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.349693   3.0 s4F)4d g5F K    
   576.3686    576.2088  -1.506 5.693e+05  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.470552   5.0 (4F)4d 5F  K    
   576.3806    576.2208  -0.888 5.197e+06  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.444648   2.0 (4F)4d 5F  K    
   576.3884    576.2286   0.286 5.541e+07  22.00 Ti I        3.284878   2.0 (4F)4p y5G     5.435931   3.0 (4F)4d f5H K    
   576.5146    576.3548  -2.564 7.824e+04  22.00 Ti I        2.505652   2.0 2D2)4s b1D     4.656233   3.0 (2G)4p v3G K    
   576.7316    576.5717  -4.091 2.323e+03  22.00 Ti I        3.104243   4.0 (2F)4s 3F      5.254016   3.0 s4F)5p?p3D K    
   576.7958    576.6359   0.389 5.456e+07  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.443099   4.0 (4F)4d f5H K    
   576.8156    576.6557  -1.605 1.659e+06  22.00 Ti I        3.139009   1.0 (4F)4p y3D     5.288469   1.0 s4F)4d 3D  K    
   576.8185    576.6586  -3.453 1.413e+04  22.00 Ti I        3.409339   3.0 (2F)4s a1F     5.558787   2.0 (4F)5p q3F K    
   576.9025    576.7425  -2.828 9.927e+04  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.335528   1.0 s4F)4d g5F K    
   576.9920    576.8320  -1.532 1.177e+06  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.302825   2.0 s4F)4d 3D  K    
   577.2645    577.1045  -4.225 1.084e+03  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.209565   5.0 s4F)4d e5H K    
   577.2935    577.1334  -1.789 4.648e+05  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.327094   3.0 d4 3F1     K    
   577.3216    577.1615  -3.079 3.337e+04  22.00 Ti I        3.178425   1.0 (3P)sp y5D     5.326000   2.0 d4 3F1     K    
   577.5628    577.4027   0.480 5.490e+07  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.451777   5.0 (4F)4d f5H MFW  
   577.5875    577.4274  -3.235 2.328e+04  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.326000   2.0 d4 3F1     K    
   577.6077    577.4476  -2.062 1.926e+05  22.00 Ti I        2.249230   5.0 (2H)4s a3H     4.395742   4.0 (2G)4p y3H K    
   577.6265    577.4664  -0.708 5.594e+06  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.451541   3.0 (4F)4d 5F  K    
   577.8602    577.7000  -2.023 2.105e+05  22.00 Ti I        3.214509   4.0 (3P)sp y5D     5.360083   4.0 s4F)4d g5F K    
   577.8755    577.7153  -3.910 2.730e+03  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.704208   4.0 s4F)6s h5F K    
   578.1577    577.9974  -4.686 8.224e+02  22.00 Ti I        2.487481   1.0 (2P)4s a1P     4.631951   2.0 (4P)4p y5S K    
   578.2364    578.0761  -1.334 3.082e+06  22.00 Ti I        2.249729   2.0 (2P)4s b3P     4.393907   1.0 y3S        K    
   578.2474    578.0871  -4.064 2.459e+03  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.205914   3.0 s4F)4d g3F K    
   578.2474    578.0871  -2.800 1.054e+05  22.00 Ti I        3.139009   1.0 (4F)4p y3D     5.283147   1.0 s4F)4d e5P K    
   578.5334    578.3730  -2.338 1.830e+05  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.297100   2.0 s4F)4d e5P K    
   578.5910    578.4306  -2.740 7.251e+04  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.341358   2.0 s4F)4d g5F K    
   578.7189    578.5585  -3.711 4.305e+03  22.00 Ti I        3.569304   4.0 (4F)4p y5F     5.711694   4.0 s2F)4d e1G K    
   578.7256    578.5652  -0.808 4.427e+06  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.435931   3.0 (4F)4d f5H K    
   578.7580    578.5976   0.600 6.098e+07  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.461671   6.0 (4F)4d f5H MFW  
   578.8232    578.6627  -2.942 4.551e+04  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.302825   2.0 s4F)4d 3D  K    
   578.9095    578.7490  -2.277 1.502e+05  22.00 Ti I        3.104243   4.0 (2F)4s 3F      5.245928   3.0 s2 4p q3D  K    
   578.9686    578.8081  -2.722 3.431e+04  22.00 Ti I        2.267368   4.0 (2G)4s b1G     4.408834   5.0 (2G)4p y3H K    
   579.1352    578.9746  -0.598 5.576e+06  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.460276   4.0 (4F)4d f5F K    
   579.1754    579.0148  -2.085 2.336e+05  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.327094   3.0 d4 3F1     K    
   579.2880    579.1274  -1.185 1.855e+06  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.319699   3.0 s4F)4d 3D  K    
   579.2897    579.1291  -2.299 1.997e+05  22.00 Ti I        2.487481   1.0 (2P)4s a1P     4.627760   2.0 a2D)4p w3P K    
   579.3185    579.1579  -3.110 1.402e+04  22.00 Ti I        3.582654   5.0 (4F)4p y5F     5.722827   5.0 s4F)6s h5F K    
   579.4714    579.3108  -2.493 1.277e+05  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.326000   2.0 d4 3F1     K    
   579.5641    579.4034  -3.835 4.148e+03  22.00 Ti I        3.550764   2.0 (4F)4p y5F     5.690030   3.0 s4F)6s h5F K    
   579.9072    579.7464  -0.705 4.347e+06  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.443099   4.0 (4F)4d f5H K    
   579.9649    579.8041  -3.394 1.143e+04  22.00 Ti I        3.108140   3.0 (2F)4s 3F      5.245928   3.0 s2 4p q3D  K    
   580.2859    580.1250  -3.012 3.854e+04  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.302825   2.0 s4F)4d 3D  K    
   580.3744    580.2135  -2.473 1.333e+05  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.297100   2.0 s4F)4d e5P K    
   580.4424    580.2815  -3.112 1.700e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.694720   4.0 s2F)4d 3F  K    
   580.5868    580.4259   0.710 6.766e+07  22.00 Ti I        3.336503   6.0 (4F)4p y5G     5.472001   7.0 (4F)4d f5H MFW  
   580.6722    580.5112  -2.908 3.493e+04  22.00 Ti I        3.214509   4.0 (3P)sp y5D     5.349693   3.0 s4F)4d g5F K    
   580.7483    580.5873  -3.097 1.758e+04  22.00 Ti I        3.569304   4.0 (4F)4p y5F     5.704208   4.0 s4F)6s h5F K    
   580.8340    580.6730  -3.948 4.457e+03  22.00 Ti I        3.545491   1.0 (4F)4p y5F     5.680080   2.0 s4F)6s h5F K    
   580.8729    580.7119  -1.813 1.014e+06  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.288469   1.0 s4F)4d 3D  K    
   580.8865    580.7255  -2.178 1.874e+05  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.313810   3.0 s4F)4d e5P K    
   580.9028    580.7418  -1.606 6.996e+05  22.00 Ti I        3.457647   3.0 (3P)sp z5P     5.591983   3.0 s4F)5s 5D  K    
   580.9811    580.8201  -0.542 5.157e+06  22.00 Ti I        3.336503   6.0 (4F)4p y5G     5.470552   5.0 (4F)4d 5F  K    
   580.9935    580.8325  -0.779 3.652e+06  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.332497   4.0 d4 3F1     K    
   581.0738    580.9127  -2.373 1.674e+05  22.00 Ti I        3.457647   3.0 (3P)sp z5P     5.591355   2.0 s2D)5s 5D  K    
   581.0949    580.9338  -3.562 1.083e+04  22.00 Ti I        1.733519   1.0 (4P)4s a5P     3.867150   2.0 (3P)sp v3D K    
   581.1398    580.9787  -2.321 1.886e+05  22.00 Ti I        1.052926   1.0 s2 a3P         3.186392   2.0 (3P)sp y5D K    
   581.3197    581.1586  -4.567 1.783e+03  22.00 Ti I        1.733519   1.0 (4P)4s a5P     3.866324   1.0 (3P)sp v3D K    
   581.3654    581.2043  -4.019 3.778e+03  22.00 Ti I        3.108140   3.0 (2F)4s 3F      5.240778   2.0 s4F)5p p3D K    
   581.4256    581.2644  -3.960 7.211e+03  22.00 Ti I        1.046007   0.0 s2 a3P         3.178425   1.0 (3P)sp y5D K    
   581.4339    581.2727  -2.675 5.957e+04  22.00 Ti I        3.550764   2.0 (4F)4p y5F     5.683150   3.0 s2F)4d 3F  K    
   581.4434    581.2822  -0.759 3.124e+06  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.451777   5.0 (4F)4d f5H K    
   581.5519    581.3907  -3.630 6.605e+03  22.00 Ti I        3.460028   2.0 (1D)sp y1D     5.591983   3.0 s4F)5s 5D  K    
   581.5559    581.3947  -0.992 2.870e+06  22.00 Ti I        1.066554   2.0 s2 a3P         3.198494   3.0 (3P)sp y5D K    
   581.7196    581.5584  -3.201 1.773e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.690030   3.0 s4F)6s h5F K    
   581.8450    581.6837  -3.392 1.598e+04  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.297100   2.0 s4F)4d e5P K    
   581.8579    581.6966  -2.463 9.692e+04  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.435931   3.0 (4F)4d f5H K    
   581.8617    581.7004  -4.160 4.543e+03  22.00 Ti I        3.460028   2.0 (1D)sp y1D     5.590847   1.0 s2D)5s 5D  K    
   582.0396    581.8783  -2.692 8.003e+04  22.00 Ti I        3.545491   1.0 (4F)4p y5F     5.675659   2.0 s2F)4d 3F  K    
   582.1545    581.9931  -3.109 2.188e+04  22.00 Ti I        1.739304   2.0 (4P)4s a5P     3.869052   3.0 (3P)sp v3D K    
   582.2723    582.1109  -3.370 1.678e+04  22.00 Ti I        3.550764   2.0 (4F)4p y5F     5.680080   2.0 s4F)6s h5F K    
   582.3131    582.1517  -3.592 7.190e+03  22.00 Ti I        3.061776   4.0 (3F)sp z1G     5.190944   3.0 s4F)4d 3G  K    
   582.3248    582.1634  -2.161 4.526e+05  22.00 Ti I        3.154022   2.0 (4F)4p y3D     5.283147   1.0 s4F)4d e5P K    
   582.4682    582.3068  -1.580 7.387e+05  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.327094   3.0 d4 3F1     K    
   582.4705    582.3091  -3.502 2.063e+04  22.00 Ti I        3.545491   1.0 (4F)4p y5F     5.674082   1.0 s4F)6s h5F K    
   582.5301    582.3686  -1.591 5.601e+05  22.00 Ti I        2.267368   4.0 (2G)4s b1G     4.395742   4.0 (2G)4p y3H K    
   582.7288    582.5673  -3.121 4.955e+04  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.288469   1.0 s4F)4d 3D  K    
   582.7676    582.6061  -2.860 5.422e+04  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.326000   2.0 d4 3F1     K    
   582.7920    582.6305  -2.406 1.102e+05  22.00 Ti I        3.186392   2.0 (3P)sp y5D     5.313810   3.0 s4F)4d e5P K    
   583.1869    583.0253  -4.018 2.091e+03  22.00 Ti I        3.334299   3.0 (1D)sp x3F     5.460276   4.0 (4F)4d f5F K    
   583.3182    583.1565  -3.225 3.892e+04  22.00 Ti I        1.052926   1.0 s2 a3P         3.178425   1.0 (3P)sp y5D K    
   583.3408    583.1791  -3.111 1.687e+04  22.00 Ti I        3.569304   4.0 (4F)4p y5F     5.694720   4.0 s2F)4d 3F  K    
   583.4090    583.2473  -0.967 1.626e+06  22.00 Ti I        3.336503   6.0 (4F)4p y5G     5.461671   6.0 (4F)4d f5H K    
   583.4839    583.3222  -2.656 8.652e+04  22.00 Ti I        3.550764   2.0 (4F)4p y5F     5.675659   2.0 s2F)4d 3F  K    
   583.5017    583.3400  -2.362 1.702e+05  22.00 Ti I        3.108140   3.0 (2F)4s 3F      5.232970   2.0 s2 4p q3D  K    
   583.6034    583.4417  -2.809 4.343e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.683150   3.0 s2F)4d 3F  K    
   583.6138    583.4521  -2.437 7.955e+04  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.417987   4.0 (4F)4d 5G  K    
   583.8194    583.6576  -2.470 7.368e+04  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.443099   4.0 (4F)4d f5H K    
   583.8915    583.7297  -1.799 6.216e+05  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.302825   2.0 s4F)4d 3D  K    
   583.9170    583.7552  -3.907 8.078e+03  22.00 Ti I        3.550764   2.0 (4F)4p y5F     5.674082   1.0 s4F)6s h5F K    
   583.9613    583.7995  -1.943 2.028e+05  22.00 Ti I        3.305098   4.0 (4F)4p y5G     5.428256   5.0 (4F)4d 5G  K    
   584.0381    583.8762  -3.837 5.692e+03  22.00 Ti I        2.777834   3.0 (3F)sp z1F     4.900712   2.0 (4F)5s f3F K    
   584.1133    583.9514  -4.788 3.185e+03  22.00 Ti I        1.052926   1.0 s2 a3P         3.175531   0.0 (3P)sp y5D K    
   584.1900    584.0281  -2.915 7.923e+04  22.00 Ti I        3.160820   2.0 (1D)sp z3P     5.283147   1.0 s4F)4d e5P K    
   584.2114    584.0495  -3.666 1.406e+04  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.288469   1.0 s4F)4d 3D  K    
   584.2499    584.0880  -3.904 4.875e+03  22.00 Ti I        2.505652   2.0 2D2)4s b1D     4.627760   2.0 a2D)4p w3P K    
   584.2793    584.1174  -1.886 1.954e+05  22.00 Ti I        3.319425   5.0 (4F)4p y5G     5.441427   6.0 (4F)4d f5G K    
   584.3239    584.1620  -3.315 1.892e+04  22.00 Ti I        3.111130   2.0 (2F)4s 3F      5.232970   2.0 s2 4p q3D  K    
   584.4482    584.2862  -3.809 6.063e+03  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.680080   2.0 s4F)6s h5F K    
   584.4501    584.2881  -2.753 1.150e+05  22.00 Ti I        2.487481   1.0 (2P)4s a1P     4.608863   1.0 a2D)4p w3P K    
   584.4988    584.3368  -2.136 2.039e+05  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.319699   3.0 s4F)4d 3D  K    
   584.6309    584.4689  -3.955 3.092e+03  22.00 Ti I        3.569304   4.0 (4F)4p y5F     5.690030   3.0 s4F)6s h5F K    
   584.7726    584.6105  -2.242 3.724e+05  22.00 Ti I        1.046007   0.0 s2 a3P         3.166220   1.0 (1D)sp z3P K    
   584.7760    584.6139  -3.767 3.706e+03  22.00 Ti I        3.724382   5.0 (1G)sp x3G     5.844582   4.0 d2 4p2 g5G K    
   584.7826    584.6205  -3.872 3.741e+03  22.00 Ti I        1.748876   3.0 (4P)4s a5P     3.869052   3.0 (3P)sp v3D K    
   584.8369    584.6748  -3.898 3.523e+03  22.00 Ti I        3.904197   4.0 (4F)4p w3G     6.024176   3.0 s4F)5d k5F K    
   584.8709    584.7088  -0.517 1.186e+07  22.00 Ti I        3.284878   2.0 (4F)4p y5G     5.404734   2.0 (4F)4d 5G  K    
   584.8760    584.7139  -2.937 4.508e+04  22.00 Ti I        1.066554   2.0 s2 a3P         3.186392   2.0 (3P)sp y5D K    
   584.8871    584.7250  -3.599 4.463e+03  22.00 Ti I        3.350755   4.0 (1D)sp x3F     5.470552   5.0 (4F)4d 5F  K    
   585.1968    585.0346  -2.133 2.868e+05  22.00 Ti I        3.178425   1.0 (3P)sp y5D     5.297100   2.0 s4F)4d e5P K    
   585.3076    585.1454  -4.598 9.826e+02  22.00 Ti I        1.748876   3.0 (4P)4s a5P     3.867150   2.0 (3P)sp v3D K    
   585.3867    585.2245  -2.174 1.449e+05  22.00 Ti I        3.214509   4.0 (3P)sp y5D     5.332497   4.0 d4 3F1     K    
   585.3948    585.2326  -2.441 7.051e+05  22.00 Ti I        1.052926   1.0 s2 a3P         3.170885   0.0 (3P)sp 3P  K    
   585.4700    585.3078  -1.524 1.165e+06  22.00 Ti I        3.179413   3.0 (4F)4p y3D     5.297100   2.0 s4F)4d e5P K    
   585.4984    585.3361  -3.798 1.033e+04  22.00 Ti I        3.170885   0.0 (3P)sp 3P      5.288469   1.0 s4F)4d 3D  K    
   585.6688    585.5065  -3.928 4.590e+03  22.00 Ti I        3.558691   3.0 (4F)4p y5F     5.675659   2.0 s2F)4d 3F  K    
   585.6801    585.5178  -2.862 8.906e+04  22.00 Ti I        3.166220   1.0 (1D)sp z3P     5.283147   1.0 s4F)4d e5P K    
   585.7496    585.5873  -0.330 1.299e+07  22.00 Ti I        3.293566   3.0 (4F)4p y5G     5.410241   3.0 (4F)4d 5G  K    
   586.0101    585.8477  -4.605 1.608e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     3.545491   1.0 (4F)4p y5F K    
   586.0160    585.8536  -3.095 1.201e+04  22.00 Ti I        3.582654   5.0 (4F)4p y5F     5.698368   6.0 s2F)4d f3H K    
   586.0645    585.9021  -4.497 8.834e+02  22.00 Ti I        1.443153   3.0 (4F)4s b3F     3.558691   3.0 (4F)4p y5F K    
   586.1262    585.9638  -1.235 1.615e+06  22.00 Ti I        3.198494   3.0 (3P)sp y5D     5.313810   3.0 s4F)4d e5P K    
